音楽の波形と実際に出てくる音が全然合ってない明らかに無音パートなのに波形はある,1
ノイズ軽減,2
どうにかしてください,144
画像がぶれて、再生ボタン押しても再生されなくなったしあと画像が勝手に伸びる,4
を修正してほしい,60
アプデする前まで加工補正しても音ズレなく綺麗に仕上がってたのに、アプデした途端音ズレがかなり酷くなったから加工補正できない,6
1回電源を切って、もう一度起動すると直ります,7
長時間になった部分を再度短くするもしくは削除しようとすると一切合切操作を受け付けてくれなくなりアプリの再起動をしても改善せず使い物にならなくて,8
gifが使えないダウンロードもしてアルバムにも入ってるのにアプリを開いて動画や画像を載せようとするとgifだけ入っていない,9
capcutを開くと編集出来ず落とされてしまい編集が出来ない,10
自分でインポートしたものに名前をつけられて検索できるとなおよし,11
使い勝手変えすぎて使い方がさらにわかりにくくなった,12
使いたい時にいちいち探すのめんどくさい,13
スマホから音声を取り出すと、選んだものとは違う音声が挿入されて,14
保存したあとの動画を見てみると重くて固まった動画になってて,15
一時停止の欠如,16
フォントをダウンロードしたのにアプリにアップロードできない,17
動画保存もそんな時間かからない,18
バグ,83
1つ戻るボタンの横のひし形のマークのやつ、置いても何も起きないしグラフとか付けてもなにも動かない,20
私のミスがなにかあったかと思い、いろいろ確認したのですが普通にお目当ての音声はスマホではちゃんと再生されます,21
動画と、写真だけではなく、gifも使えるようにしてほしい,22
複数の文字のフォントや色を変えてを押すと、最後のひとつしか反映されなくなりました,23
容量が増えてエクスポートできない,24
アルバムから消えたものは保存していてもその動画から消えるのは改善してほしい,25
愛用してるので復活させて下さい,26
運営さん、やめてください,27
ぼかしなどができない,28
ロック系も増えて欲しい,29
バグも多い,83
テキスト読み上げのカワボがあるならばイケボも追加してほしい,31
めっちゃ落ちる,32
なんか沢山画像を使うとかくつく,33
顔モザを自動でつける機能が欲しい,34
編集ができない,10
エラー,83
写真を多く入れるとラグが出てくるのでそこを直してくれたら,37
バグが書ききれない,83
修正お願いします,60
不満があるとすれば文字の教科書フォントでたまに文字が変になる,40
過去のプロジェクトも残っているものと、音楽のみ残って動画だけ消えている,41
そこを直してくれたら嬉しい,144
フォント消えた,43
バグが多くてやりにくい,83
エクスポートすると音がズレます,6
インストール出来ません,46
スタンプを選び画像から選んだ写真を貼ると何故か最小のサイズで表示され拡大しても大きくならない,47
バグがとにかく酷すぎる,83
音ずれしていなかったのにいきなり音ズレする,6
フォントのセリフライトが無くなってる,43
処理落ちすることが多くなり、遂に編集ができなくなりました,10
