1,【バーコード】 【再起動】 【本体】 
2,【チャージ】 【支払い】 【多め】 
3,【ホーム】 【表示】 【重要】 
4,【週間】 【かかる】 【ポイント】 
5,【エラーメッセージ】 【出る】 
6,【チャージ金額】 【金額】 【チャージ】 
7,
8,【wi】 【fi】 【画面】 
9,【直し】 
10,【ログイン】 【インストール】 【起動】 
11,
12,【大至急】 【改善】 【願い】 
13,【クーポン】 【アイコン】 【なっ】 
14,【不親切】 【すぎる】 
15,【しまう】 【消え】 
16,
17,【表示】 【わから】 【ポイント】 
18,
19,
20,【不可】 【繰り返し】 【対応】 
21,【マジボイスタップ】 【退会】 【不可】 
22,【指紋】 【認証】 【きか】 
23,【残高】 【買い物】 【更新】 
24,
25,【改悪】 【絞り込み】 【ゴミ】 
26,【画面】 【表示】 【ロゴ】 
27,【アップデート】 【なり】 
28,【嬉しい】 【チャージ】 【できる】 
29,【店員】 【マジカ】 【宣伝】 
30,【地方銀行】 【なっ】 【対象】 
31,【無い】 【安く】 
32,【全て】 【わかる】 【残高】 
33,【聞い】 【店員】 【わから】 
34,
35,【クーポン】 【ない】 
36,【改悪】 【すん】 
37,【支払い】 【アプリ】 【表示】 
38,【強制】 【終了】 【遅い】 
39,【マジカカード】 【入力】 
40,【チャージ】 【お金】 【アプリ】 
41,【普段】 【他人】 【レビュー】 
42,
43,【ない】 【なら】 【会員】 
44,【クーポン】 【探し】 
45,【なっ】 【更新】 【残高】 
46,【分から】 【残っ】 【使い】 
47,
48,【なっ】 【遅く】 【アプリ】 
49,【バーコード】 
50,
51,【使え】 【アプリ】 【自体】 
52,
53,【システムエラー】 【チャージ】 【表示】 
54,
55,【電子マネー】 【ない】 【意味】 
56,【携帯電話番号】 【切替え】 【同じ】 
57,【再発行】 【パスワード】 【電話番号】 
58,【バーコード】 【使え】 【表示】 
59,【立ち上がら】 【更新】 
60,【増やせ】 【カード】 【対応】 
61,【とき】 【アプリ】 【なる】 
62,
63,【緩慢】 【動作】 【不意】 
64,
65,【お願い】 【わから】 【こと】 
66,【システムエラー】 【登録】 
67,【店員】 【会計】 【無い】 
68,【残高】 【見え】 
69,【分かり】 【残高】 【なり】 
70,【アップデート】 【更新】 【すすめ】 
71,【お金】 【自分】 【確認】 
72,【何回】 【アップデート】 【更新】 
73,【遅く】 【確認】 【残高】 
74,【バーコード】 【残し】 【読み取り】 
75,【地方銀行】 【チャージ】 【アップデート】 
76,【キャプレスアプリ】 【チャージ金額】 【表示】 
77,【改善】 【ほう】 【当たっ】 
78,
79,
80,【手間】 
81,【チャージ金額】 【金額】 【画面】 
82,【使え】 【真っ黒】 【操作】 
83,【更新】 【終わる】 【かから】 
84,
85,【キホーテ】 【qrコード】 【ドン】 
86,【銀行口座】 【クレジットカード】 【登録】 
87,【増やせよ】 【認証】 【メール】 
88,【アップデート】 【インストール】 【なっ】 
89,【トマトジュース】 【店舗】 【クーポン】 
90,【一回】 【majica】 【昨日】 
91,【買える】 【使え】 【買え】 
92,【アブデ】 【機能】 【いる】 
93,【通信】 
94,【アップデート】 【最悪】 
95,【インストール】 【起動】 【なっ】 
96,
97,【自分】 【検索】 
98,【エラー】 【なっ】 【障害】 
99,【読み込み】 【遅く】 【なり】 
100,【スクロール】 【開き】 【上下】 
101,【電子マネー】 【最低限】 【ひと手間】 
102,【改悪】 【最低】 
103,
104,【登録情報】 【確認】 
105,【トップページ】 【残高】 【出来】 
106,【貰える】 【ありがたい】 【許可】 
107,
108,【マジボイスシステムエラー】 【使えん】 
109,【機能】 【バグ】 【チャージ】 
110,【従業員】 【アプリ】 【無料】 
111,【クレカ】 【付か】 【ポイント】 
112,【遅い】 
113,
114,【画面】 【アプリ】 【ダウンロード】 
115,【ラベル】 【貼りつけ】 【製品】 
116,【利用】 【サービス】 【全て】 
117,【10万】 【チャージ】 【返し】 
118,【重い】 
119,【許可】 【プライバシー】 【ボイス】 
120,
121,
122,【検索機能】 【クーポン】 【探す】 
123,
124,【戻れ】 【バーコード】 【ホーム】 
125,【スクロール】 【画面】 【垂直】 
126,
127,【はみ出】 【バーコード】 【会員】 
128,
129,【お金】 【かかる】 【手間】 
130,【非表示】 【ボタン】 【表示】 
131,【ない】 【良く】 【機能】 
132,【開こう】 【違う】 【する】 
133,【うまく】 【いか】 
134,【仕様】 【戻し】 
135,
136,【検索機能】 【クーポン】 【使い】 
137,【アプリ】 【使え】 【起動】 
138,
139,【操作】 【キャンセル】 【でき】 
140,
141,【うきくさ】 【ハヌ】 【きく】 
142,【使い】 【なっ】 【いる】 
143,【改悪】 【使え】 【アップデート】 
144,【ブックマーク】 【全滅】 
145,
146,【majica】 【チャージ】 【なっ】 
147,【クーポン】 【表示】 【コード】 
148,【お願い】 【密着】 【生活】 
149,【解決方法】 【わから】 【使え】 
150,【金融機関】 【可能】 【利用】 
151,【便利】 【不便】 【使用】 
152,【難しい】 【認証】 
153,【可能】 【金融機関】 【利用】 
154,【コピーペースト】 【ひと】 【残高】 
155,
156,【マジボイス】 【機能】 【不要】 
157,【改悪】 【なっ】 【使わ】 
158,【ui】 【解か】 
159,【ダウンロード】 【落ちる】 【開か】 
160,【時間】 【かかり】 【起動】 
161,【マジカ】 【ため】 【パスワード】 
162,【表示】 
163,
164,【無理やり】 【チャージ】 【オート】 
165,【機能】 【増やさ】 
166,
167,【同じ】 【できる】 【なり】 
168,【残高】 【なっ】 【見え】 
169,【早急】 【対応】 
170,【開か】 
171,【0570】 【番号】 【有料】 
172,
173,【設定】 【記憶】 【残高】 
174,【すぎる】 【いら】 【情報】 
