g_1,buzzvideo,2021-11-02 01:02:25,なかなか美形多くて良いが、可愛いくてeカップくらいの美女のmai-k・倉木麻衣ちゃんのlive動画も挙げてほしい
g_2,buzzvideo,2021-11-11 09:40:21,正直言って同じ画像が通知で何回もくる場合もあるどんどん新しいのを送ってほしい
g_3,buzzvideo,2021-11-14 19:11:12,フレンドリーで優しい犬種です
g_4,buzzvideo,2021-11-10 19:07:23,これで商売、商いになるかな
g_5,buzzvideo,2021-11-11 17:21:51,おもしろ
g_6,buzzvideo,2021-11-05 10:57:13,今ではタブレッもト購入し携帯とダブルで使用しています
g_7,buzzvideo,2021-10-27 21:55:46,興味深い内容でした
g_8,buzzvideo,2021-11-21 21:43:27,ビデオは面白いのに、嫌いな広告無効にできないので☆1他の広告は流れてもかまわない
g_9,buzzvideo,2021-11-17 19:59:21,最高です
g_10,buzzvideo,2021-11-07 09:51:30,本当に楽しいし大好きです毎日みてます
g_11,buzzvideo,2021-10-31 17:12:09,楽しいけど、中には釣りも居るね
g_12,buzzvideo,2021-11-17 09:00:05,タイトル詐欺が多すぎる
g_13,buzzvideo,2021-11-13 09:03:33,ここ
g_14,buzzvideo,2021-11-06 16:38:12,大変いい
g_15,buzzvideo,2021-11-28 08:27:49,使い易いアプリですよ
g_16,buzzvideo,2021-11-20 10:27:00,長すぎず、短すぎず、手軽に暇つぶしできる
g_17,buzzvideo,2021-11-01 04:40:22,おもしろい
g_18,buzzvideo,2021-10-25 04:16:19,なるほど
g_19,buzzvideo,2021-10-30 00:12:37,時々、話が途中で終わってしまうものが有るんですが、何故か解りません
g_20,buzzvideo,2021-11-15 19:06:21,良くわからなかった、
g_21,buzzvideo,2021-11-17 05:20:25,aiに評価されるようになったら、これも終わりだね
g_22,buzzvideo,2021-12-11 23:27:18,楽しいの一言
g_23,buzzvideo,2021-10-31 13:16:10,エラー発生した
g_24,buzzvideo,2021-12-15 11:09:50,分かりづらい
g_25,buzzvideo,2021-11-19 22:57:53,長いのは飽きてしまうので丁度いいです
g_26,buzzvideo,2021-11-10 00:37:22,投稿コメントの、修整本人のみが出来ると、なお良い
g_27,buzzvideo,2021-11-14 06:43:36,最高です
g_28,buzzvideo,2021-11-25 05:55:44,再生時間が短いから気軽に見られますよ
g_29,buzzvideo,2021-12-08 16:48:03,強い時の森田理香子選手を応援してました
g_30,buzzvideo,2021-10-28 19:19:02,20210816追記明らかにパクりと解ってるものや虚偽タイトルは通報機能を使って報告してます
g_31,buzzvideo,2021-12-12 19:36:18,最高です
g_32,buzzvideo,2021-11-15 15:26:52,ためになる
g_33,buzzvideo,2021-10-28 15:09:47,苦しいこと、悲しいこと、を乗り越えて
g_34,buzzvideo,2021-10-30 21:59:12,友達いねーもんだから嘘の動画投稿する事しか出来ねーのかよ‪
g_35,buzzvideo,2021-11-16 10:22:37,ち~ちだよ~
g_36,buzzvideo,2021-11-13 07:11:01,楽しんでいますよ
g_37,buzzvideo,2021-11-18 15:01:27,ミニスカて散歩してよ
g_38,buzzvideo,2021-11-06 23:35:37,殆ど毎日見てますが、ここ何ヵ月間に、見てる最中、途中から動画が停まってしまい再生されません
g_39,buzzvideo,2021-11-08 18:02:35,女子高生みたいな来生瑞穂さんがアイドルを目指しているのか
g_40,buzzvideo,2021-12-06 20:14:52,自分好みの話題に併せて楽しめるからついつい見てしまい、寝ようとした時に脳が興奮していて寝付けなくなる位ハマリます
g_41,buzzvideo,2021-11-13 09:03:33,あと広告に関しては、しょうがないとは思ってるが、無理やり音を出して見せようとしてくる
g_42,buzzvideo,2021-11-24 00:56:34,すごくいいね
g_43,buzzvideo,2021-10-28 15:09:47,前に進む
g_44,buzzvideo,2021-11-15 21:19:07,ビックリした
g_45,buzzvideo,2021-11-17 19:56:47,広告はツマラナイ️
g_46,buzzvideo,2021-12-06 21:08:33,酒場の花好きです卓球教室休みました
g_47,buzzvideo,2021-11-28 01:18:49,奥が深い
g_48,buzzvideo,2021-11-08 07:37:14,まあ面白い
g_49,buzzvideo,2021-12-10 10:01:25,そして、先月から動画を出し始めました
g_50,buzzvideo,2021-11-26 05:51:42,張らんと勝てない張り差し横綱、仕切のやり方も教えてあげて
g_51,buzzvideo,2021-11-03 21:18:56,素敵
g_52,buzzvideo,2021-10-30 20:04:36,すごく良い
g_53,buzzvideo,2021-10-28 19:19:02,しかしまだまだ有るのが実態です
g_54,buzzvideo,2021-11-18 07:16:42,いつも楽しく見ていますジャンルも選ぶるので面白いためになる映像があり楽しい
g_55,buzzvideo,2021-11-17 02:19:35,"コリャダメなヤツダナの,臍を噛む思いで、早く帰ることしか頭に無くなる"
g_56,buzzvideo,2021-11-12 15:28:29,ジャンルが豊富で良いと思います
g_57,buzzvideo,2021-11-01 22:41:54,最近小室圭さん関連の動画流れてますが、取り締まりできないのですか
g_58,buzzvideo,2021-11-27 06:48:37,がんばれー日本
g_59,buzzvideo,2021-11-03 10:05:04,こんなクソアプリじゃ、スマホの容量もデータ通信量も勿体ないのでアンインストール
g_60,buzzvideo,2021-12-03 20:24:26,今晩は、よくわかりませんでした
g_61,buzzvideo,2021-11-22 20:35:23,ライブ見たい人だけライブタブを開けばよい
g_62,buzzvideo,2021-10-30 21:59:12,社会の時間って奴なんとしろよ
g_63,buzzvideo,2021-12-08 15:27:33,但し無断転載も多々存在するので、星4つかな★★★★
g_64,buzzvideo,2021-10-30 04:10:23,低評価したビデオが何度もオススメ通知される
g_65,buzzvideo,2021-12-07 05:37:51,楽しい
g_66,buzzvideo,2021-12-10 10:01:25,自分は、収益化では無く自由に動画を載せていける場所が欲しかったので満足しています
g_67,buzzvideo,2021-10-24 21:26:23,やらせぽい大人達だが、周りの子ども達が楽しく一緒に歌っているのが、とても平和的で癒してくれましたね
g_68,buzzvideo,2021-12-06 07:07:53,変な絡みしてくる人多い
g_69,buzzvideo,2021-11-15 23:32:00,途中終了は流石に酷い落ちがわからないとつまらん
g_70,buzzvideo,2021-12-09 09:37:25,政治、国際や国内情勢、エンターテイメントその他諸々についてピンポイントにての解説が非常に解かりやすい
g_71,buzzvideo,2021-12-05 17:16:40,奥様は、ご主人の為に生まれたように思います
g_72,buzzvideo,2021-11-20 10:27:00,面白い動画が多いので、つい、次々見てしまうしかし、タイトル詐欺や、たまに動物虐待の動画が出てくることがあるので、是非通報ボタンを設置してほしい
g_73,buzzvideo,2021-12-05 00:05:09,トスコく救われています
g_74,buzzvideo,2021-12-07 14:07:34,とてもとてもおもしろく楽しいです
g_75,buzzvideo,2021-12-04 22:27:22,広告や宣伝が異様に多すぎ3ページ連続広告とか数ページごと広告しかも同じモノ動画と同じような頻度での広告止めてください
g_76,buzzvideo,2021-11-30 01:34:37,お金がかかる
g_77,buzzvideo,2021-10-29 15:48:06,色々な事を教えてくれて、ためになります
g_78,buzzvideo,2021-10-27 15:39:44,興味を引くタイトルでも中身は薄いのが多いかな
g_79,buzzvideo,2021-12-05 08:14:35,ライヴ配信ウザい興味がない指定してもおすすめしてくる本当にウザい
g_80,buzzvideo,2021-11-14 22:23:12,楽しみ
g_81,buzzvideo,2021-11-03 22:59:57,これは不要でしょう
g_82,buzzvideo,2021-11-04 07:42:10,凄く面白いチャンネルをチョイスしてるけど本人のチャンネルじゃないからチャンネル登録出来ないですね
g_83,buzzvideo,2021-12-10 10:55:14,あまり内容がわかりません
g_84,buzzvideo,2021-10-30 21:59:12,日本にきょーみねーだろ
g_85,buzzvideo,2021-12-08 21:19:18,楽しく観ています
g_86,buzzvideo,2021-11-15 21:19:07,スマホ初心者はラインとか、ツイッターだけにしたほうがいいね
g_87,buzzvideo,2021-10-31 02:40:41,報告当初は確認し早急に対応しますと返信に書かれていたが、2週間経っても何も変更なし
g_88,buzzvideo,2021-11-13 09:03:33,何してぇんだ
g_89,buzzvideo,2021-11-13 09:03:33,乾いた笑いしか出てこないね
g_90,buzzvideo,2021-11-18 18:10:37,暇潰しには最高です
g_91,buzzvideo,2021-11-25 17:02:22,結果が無い投稿は止めて下さい
g_92,buzzvideo,2021-10-25 23:02:02,ありがとうございます
g_93,buzzvideo,2021-11-28 08:27:49,楽しまさせております
g_94,buzzvideo,2021-12-08 00:58:32,天才
g_95,buzzvideo,2021-12-12 20:15:32,タイトルで釣るのやめて欲しい
g_96,buzzvideo,2021-11-17 02:19:35,博識で、面白いです世の男子よ、これ観て欲しいなクリが、きつくなっても止めないで触りまくるのは、イヤナノダ解らないのかな
g_97,buzzvideo,2021-10-31 02:40:41,人をバカにしすぎだ
g_98,buzzvideo,2021-10-30 18:27:05,場合によっては実名を出しコメントしているので名誉毀損となる可能性があり、自分的にはまありおすすめ出来ない
g_99,buzzvideo,2021-11-21 11:41:05,雑学好きには、楽しいアプリ暇つぶしには良いよね
g_100,buzzvideo,2021-10-28 19:19:02,著作権、肖像権はまだまだ無法地帯
g_101,buzzvideo,2021-12-07 23:24:07,大好き
g_102,buzzvideo,2021-11-16 12:43:31,毎回、楽しみにしています
g_103,buzzvideo,2021-11-14 22:51:13,めっちゃ可愛い私の頃はビデオ録画が有ったけど、今みたいに簡単には出来なかった
g_104,buzzvideo,2021-12-13 09:37:05,感動を
g_105,buzzvideo,2021-10-25 13:18:44,凄く良い
g_106,buzzvideo,2021-12-06 13:05:43,毎日、習慣のように見ています
g_107,buzzvideo,2021-10-31 02:40:41,いくら言っても、いくら待っても分からないのであれば、去るだけです
g_108,buzzvideo,2021-12-05 21:35:59,芸能人のお仕事中なのでオーケー
g_109,buzzvideo,2021-11-20 06:57:54,有料が気に入らない
g_110,buzzvideo,2021-10-30 01:07:17,楽しいです
g_111,buzzvideo,2021-11-24 12:52:32,結構面白いと思いました
g_112,buzzvideo,2021-11-13 06:54:48,通信料がめちゃくちゃかかるので止めました
g_113,buzzvideo,2021-10-23 07:37:45,ありがとうございました、
g_114,buzzvideo,2021-12-05 22:52:09,可愛い
g_115,buzzvideo,2021-11-03 22:59:57,アンインしたくなって来た
g_116,buzzvideo,2021-11-17 16:33:51,松ちゃんと浜ちゃんは、好きだけど、たまに調子づいてると、思う
g_117,buzzvideo,2021-11-04 08:20:25,いろいろ見れて楽しい
g_118,buzzvideo,2021-10-31 02:40:41,変更か停止の要望を出したが、3週間近くしても全く変わらない
g_119,buzzvideo,2021-10-25 13:54:27,自分の投稿コメント見れるようになりました
g_120,buzzvideo,2021-11-10 13:20:42,まあまあです
g_121,buzzvideo,2021-10-26 21:12:44,いいと思います
g_122,buzzvideo,2021-10-31 09:12:41,毎日、観ています
g_123,buzzvideo,2021-12-10 19:47:31,ばずみん32って人の動画だけど虚偽ニュースという事で報告したのに対応しないってありえるの
g_124,buzzvideo,2021-11-03 07:38:06,面白い、いろんな事柄わかるから、ある意味勉強になる
g_125,buzzvideo,2021-12-13 09:37:05,面白い話し、悲しい話し、イライラする話し等色んな話しがあり、ちょっとした時間に結構楽しめて、いいと思います
g_126,buzzvideo,2021-12-14 06:07:35,素晴らしい
g_127,buzzvideo,2021-12-01 07:15:52,短編が多いので見易い長いとだるくなります
g_128,buzzvideo,2021-10-29 10:25:47,正直な所利点は多いが評価の大半が★5は無いと思う
g_129,buzzvideo,2021-12-04 07:18:36,zipというファイルが植え付けられ困る
g_130,buzzvideo,2021-11-01 22:55:21,また時々読み込めないのが残念なところが、です
g_131,buzzvideo,2021-11-10 00:37:22,削除のみなので
g_132,buzzvideo,2021-11-15 19:25:48,差別発言を通報しても対応なし
g_133,buzzvideo,2021-11-03 22:59:57,動画全体にたいしての好・不好は出来るのに、コメントへの不好を入れる所が見当たらない
g_134,buzzvideo,2021-10-22 16:29:33,いいよ
g_135,buzzvideo,2021-11-17 19:07:41,タイトルと映像の内容が違うのが有る
g_136,buzzvideo,2021-11-09 16:11:10,おもろい
g_137,buzzvideo,2021-11-15 23:43:55,音量も調整しやすい
g_138,buzzvideo,2021-12-08 15:27:33,youtubeからの切抜き動画が多数存在する為、自分自身今迄全く知らなかったyoutuberの存在を知れて、とても重宝している
g_139,buzzvideo,2021-12-07 12:31:39,もっと
g_140,buzzvideo,2021-12-06 22:29:11,ナイス
g_141,buzzvideo,2021-11-15 06:41:31,無断アップロードは違法行為、著作権を無視し利益を得てる運営
g_142,buzzvideo,2021-11-15 23:43:55,最高です
g_143,buzzvideo,2021-11-22 02:38:32,素晴らしい
g_144,buzzvideo,2021-10-23 17:13:08,カラオケの感度がバツグンでプロの歌手が15年前のオープンから絶え間なく来店してる見たいで歌って見たけど最高
g_145,buzzvideo,2021-12-07 14:39:42,涙が出ました、親を亡くして悲しい辛いそんな子供さんを受け入れた御夫婦素晴らしいと思います、、また、その何倍も嬉しいことが有ると思います、、自分さえよければ良いそんな人が多いい世の中、人間味溢れた出来事にただ、胸を打たれ、感銘を受けました、
g_146,buzzvideo,2021-11-13 17:57:17,感動と生きる意欲が沸きました
g_147,buzzvideo,2021-11-08 20:40:51,ドラマ
g_148,buzzvideo,2021-11-23 23:15:57,何故か問題発生で落ちる
g_149,buzzvideo,2021-11-13 10:55:43,コワイ動画、韓国のラフプレイおもしろい
g_150,buzzvideo,2021-11-16 11:48:49,面白いし、ためになる
g_151,buzzvideo,2021-11-13 09:03:33,21年11月13日、またまた広告が勝手に再生されるようになった
g_152,buzzvideo,2021-11-06 01:50:52,健康と癒しが良いと思います
g_153,buzzvideo,2021-10-29 13:57:25,このニュース大好き
g_154,buzzvideo,2021-12-15 12:28:09,内容が残酷で異常な人が多い
g_155,buzzvideo,2021-12-11 18:28:45,楽しく見てコメントしてたけどいくら言っても聞きゃしねぇからアンストしたわ
g_156,buzzvideo,2021-11-15 21:38:42,元気な老成年です
g_157,buzzvideo,2021-10-27 09:16:55,使えない
g_158,buzzvideo,2021-10-30 07:38:14,このアプリに価値は無い
g_159,buzzvideo,2021-12-06 12:05:27,前のようにばかり動画じゃない方が、じっくりと記事を見知る事が出来たので残念です
g_160,buzzvideo,2021-11-03 08:22:37,動きだけで理解できた
g_161,buzzvideo,2021-12-12 22:04:31,楽しい
g_162,buzzvideo,2021-10-26 18:10:13,すごくいい最高
g_163,buzzvideo,2021-11-03 22:59:57,コメントも、かなり無礼な物が多い
g_164,buzzvideo,2021-11-01 22:55:21,ただ番組によってはカレンダーが有れば更に良いです
g_165,buzzvideo,2021-11-21 15:53:04,バズビデオでログインできるのに、トップバズでログインできない為動画投稿できません
g_166,buzzvideo,2021-11-11 13:16:49,分かりやすさ写真めいかくさが4でした稔
