g_3427,majica,2023-12-10 00:07:52,アプリ立ち上げ直しても本体再起動してもバーコード表示しかできなくなりました,本体再起動してもバーコード表示しかできなくなりました,1
g_3470,majica,2023-12-09 20:52:59,バーコード以外表示出来なくなりました,バーコード以外表示出来なくなりました,1
g_3514,majica,2023-11-21 09:27:00,今月更新後から、重くすぐにあかないし、ここ数日はバーコード以外全くあかない,バーコード以外全くあかない,1
g_3429,majica,2023-12-02 16:56:14,支払いは多めにチャージしながらなので0円のはずないんですけど,支払いは多めにチャージしながらなので0円のはずない,2
g_3430,majica,2023-11-25 13:57:18,お買い物を豊かにするためという思想は大変ありがたいのですが、重要なお金がホームに表示されないのは本当に不便ですし、どれだけのポイントを所持しているのかわからないというのはポイントの意味があまりないように思います,重要なお金がホームに表示されない,3
g_3431,majica,2023-12-17 15:48:08,書面での申し込みも有料で、ポイント付与に1週間かかるとのこと,ポイント付与に1週間かかる,4
g_3436,majica,2023-12-14 07:14:46,エラーメッセージが出る,エラーメッセージが出る,5
g_3440,majica,2023-12-01 18:50:17,またチャージされている金額を確認する方法もわからない,チャージされている金額を確認する方法もわからない,6
g_3638,majica,2023-12-11 20:00:09,チャージ金額わからない,チャージ金額わからない,6
g_3446,majica,2023-10-08 19:01:33,データ通信&wi-fiをオフ→該当画面を破棄で生還できます,データ通信&wi-fiをオフ→該当画面を破棄で生還できます,8
g_3448,majica,2023-11-21 09:27:00,直して欲しい,直して欲しい,9
g_3450,majica,2023-12-12 04:34:38,起動出来ない,起動出来ない,10
g_3459,majica,2023-11-30 17:42:35,アンドロイド13だけど未だにインストール出来ない,インストール出来ない,10
g_3634,majica,2023-12-04 10:07:23,アップデート後、起動しなくなりました,起動しなくなりました,10
g_3694,majica,2023-11-20 12:28:51,機種変更したらログインできなくなった,ログインできなくなった,10
g_3452,majica,2023-11-25 13:57:18,改善のほどよろしくお願いいたします,改善のほどよろしくお願いいたします,12
g_3654,majica,2023-12-14 15:08:34,大至急改善を12/14の更新で特殊詐欺,大至急改善,12
g_3454,majica,2023-11-24 14:13:45,アップデート後クーポン等のアイコンがでなくなった,クーポン等のアイコンがでなくなった,13
g_3455,majica,2023-11-19 17:25:44,不親切すぎる,不親切すぎる,14
g_3458,majica,2023-11-14 10:29:34,",よく解らないけど、時々消えてしまう",消えてしまう,15
g_3463,majica,2023-11-25 13:57:18,またポイントもどこに表示されてるかもわからないというのが致命傷だなと思いました,ポイントもどこに表示されてるかもわからない,17
g_3466,majica,2023-12-04 10:07:23,マジカのサイトの電話番号にかけても混み合っているため対応不可の繰り返しどうしたらよいのかわかりません追記毎週月曜日に問い合わせの電話をしているが毎回混み合ってるため時間を置いてかけ直せの案内,対応不可の繰り返し,20
g_3467,majica,2023-12-03 19:29:42,マジボイスタップすると私の性別と年齢が表示されるのがめちゃ不愉快でここだけ退会したいけど、それは不可、って何でこんなものつけるの,マジボイスタップすると私の性別と年齢が表示されるのがめちゃ不愉快でここだけ退会したいけど、それは不可,21
g_3468,majica,2023-11-18 16:58:01,指紋認証がきかない,指紋認証がきかない,22
g_3445,majica,2023-11-20 19:09:54,アプリを更新したら残高もポイントも表示されないと思っていたら隠れていました,アプリを更新したら残高もポイントも表示されない,23
g_3469,majica,2023-11-20 17:37:40,今までできたチャージ残高、ポイント残高がアプリ更新で見れなくなった,チャージ残高、ポイント残高がアプリ更新で見れなくなった,23
g_3500,majica,2023-11-15 19:16:36,アプリを開いて残高が確認出来なくなったのでマイナス1,アプリを開いて残高が確認出来なくなった,23
g_3592,majica,2023-11-24 23:38:21,アプリが更新されたらチャ―ジした買い物した残りのお金とポイントが消えましたどうすればいいですか,アプリが更新されたらチャ―ジした買い物した残りのお金とポイントが消えました,23
g_3640,majica,2023-11-24 22:03:44,今日は、アプリを開いたらチャージ残高やポイントの表示されななくなった,アプリを開いたらチャージ残高やポイントの表示されななくなった,23
g_3471,majica,2023-11-16 22:35:38,なにこのゴミ糞改悪値段表示されないわ、クーポンの絞り込みもできないわで、なんの役にも立たないゴミアプリと化してる,ゴミ糞改悪値段表示されないわ、クーポンの絞り込みもできない,25
g_3472,majica,2023-12-04 10:07:23,ロゴ画面まで表示されて落ちる,ロゴ画面まで表示されて落ちる,26
g_3477,majica,2023-12-17 19:10:15,急にアップデートできなくなりました,急にアップデートできなくなりました,27
g_3479,majica,2023-12-16 23:38:13,チャージ郵便局もできると嬉しい,チャージ郵便局もできると嬉しい,28
