at,reviewId,content
2023-10-25 23:23:43,7005bcb2-ead9-48ca-beaa-666d23594e1c,レジ前でバーコードを読み取る前におすすめキャンペーンやおすすめ商品に誤って触れてしまい、ブラウザに飛ばされてしまいます
2023-10-25 23:23:43,7005bcb2-ead9-48ca-beaa-666d23594e1c,その結果、レジ前でもたつき時間がかかります
2023-10-25 23:23:43,7005bcb2-ead9-48ca-beaa-666d23594e1c,アップデートでトップページの動作は以前よりは改善されましたが、依然として使いづらいと感じます
2023-10-25 23:23:43,7005bcb2-ead9-48ca-beaa-666d23594e1c,私は割引があるときだけこのアプリを使用しています
2023-10-25 23:23:43,7005bcb2-ead9-48ca-beaa-666d23594e1c,割引がない場合、絶対にこのアプリを使わないでしょう
2023-10-01 16:12:14,fc96d4ce-3165-4585-8104-1df854521191,使いづらくなって残念、回数券とクーポン選択を何故分けてしまったのですか
2023-10-01 16:12:14,fc96d4ce-3165-4585-8104-1df854521191,以前は簡単タップで一度に素早く選択できていたので、駅の混雑レジで非常に便利でした
2023-10-01 16:12:14,fc96d4ce-3165-4585-8104-1df854521191,画面上部で操作できるように改良してほしい
2023-10-01 16:12:14,fc96d4ce-3165-4585-8104-1df854521191,腱鞘炎の親指で画面下部と上部、左右をタップするのは片手では無理、バーコード画面もボタンも小さくなってしまい、もっと年齢高めの人にも使いやすいように考慮してくださいませんか
2023-10-21 09:58:56,ce9b7a2c-8409-4290-bd58-7788f548ce14,2023年10月21日土ポイントカードをtカードから楽天ポイントカードに変更したら、アプリの画面がくるくるマークのままで表示されなくなりました
2023-10-21 09:58:56,ce9b7a2c-8409-4290-bd58-7788f548ce14,アプリを入れ直してもダメ、端末を再起動してもダメ
2023-10-21 09:58:56,ce9b7a2c-8409-4290-bd58-7788f548ce14,開いたままバックグラウンドで他の作業をして、しばらくして開いたら、ポイントカードの認証できずに時間がかかっていたようです
2023-10-21 09:58:56,ce9b7a2c-8409-4290-bd58-7788f548ce14,時間がかかり過ぎだし、認証中という画面にしたりしてくれないと、不具合かと思ってしまいます
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,紐つけたポイントを貯める方はファミペイバーコードの中に組み込まれているので圧倒的に楽
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,時々、先にチャージしてから残高で払う処理を理解してなくて現金払いとして収納してしまう店員さんがいる
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,pop掲示されているボーナスがこれだとつかない
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,ただためたポイントを使う方はファミペイ残高と各ポイント残高の併用は過去に一度だけやってくれた店員さんがいるが、よほどレジ処理が煩雑なのか基本できませんと断れれる方が多い
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,便利だがレジ待ちで時々フリーズするのがめんどい
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,毎回じゃないけど、フリーズしたら要再起動
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,クーポンはさっと済ませたいからいちいち提示ページに潜らないことが多いし、見ても買おうと思ったものに噛み合ってない場合が多くほとんど使ってない
2023-10-16 17:25:39,b7d2af37-a70a-4ffb-91d0-04bda74916a3,色々細かいところが惜しい
2023-10-10 10:38:39,2eec1cac-4976-44ba-bf96-45c086b935b0,今までtカードを機械に入れ込み読み込ませていたが、その機械が読み取りづらく何度となく失敗したことか、、このアプリを使えばバーコードを読み取って貰えれば簡単にポイントも付与されるので、大分楽になりました
2023-10-10 10:38:39,2eec1cac-4976-44ba-bf96-45c086b935b0,お得なクーポンも適時出されるので、損することはないかと思います
2023-10-10 10:38:39,2eec1cac-4976-44ba-bf96-45c086b935b0,無料クーポンも定期的に貰えるので一石二鳥です
2023-10-10 10:38:39,2eec1cac-4976-44ba-bf96-45c086b935b0,某コンビニ大手よりファミマを使用することが多くなりました
2023-10-13 14:15:16,d982be15-96df-4962-88b1-8151ce4ed8e6,■famipayを使うのオンオフボタンがホーム画面からワンクッション動作が増えた✕■戻るボタンでアプリが閉じない仕様になった✕前のバージョンのほうが断然使いやすい
2023-10-13 14:15:16,d982be15-96df-4962-88b1-8151ce4ed8e6,それでも良いアプリだと思います
2023-10-13 14:15:16,d982be15-96df-4962-88b1-8151ce4ed8e6,セブンアプリみたいに商品在庫ができるようになれぱ最高
2023-10-13 14:15:16,d982be15-96df-4962-88b1-8151ce4ed8e6,是非
2023-10-07 10:24:18,e269feee-c9dd-49d7-89fb-e6345fdc996f,立ち上げる際に新規更新ありで更新しないとログイン出来ないが、ファミマの情報収集のために入れてあるだけだから、使えなくても別にいいけど、その程度のアプリと言うことですね
2023-10-07 10:24:18,e269feee-c9dd-49d7-89fb-e6345fdc996f,だいたい、クーポンをセットして30分以内に購入しないと使えなくなるのは不思議
2023-10-07 10:24:18,e269feee-c9dd-49d7-89fb-e6345fdc996f,一々、入店時にセットして急いで商品を選びレジに並んでいる間に30分以上たち、クーポンが消えることがあり意味不明なセット行為と制限時間だよなぁ
2023-10-04 17:35:51,5a1bff6b-3769-4f06-9873-6b1c03e6ce48,キャンペーンでアプリ更新を強いるものがあるが、その流れだと更新できずに先に進まない場合が多い
2023-10-04 17:35:51,5a1bff6b-3769-4f06-9873-6b1c03e6ce48,またエントリーしようとするとグーグルプレイのファミマアプリページに飛ばされ、そこからファミマアプリを起動して、また最初に戻るといった無限ループになって進まない
2023-10-11 17:47:02,87ace7d5-a616-430c-84ad-432f323e912e,大変使いにくいです
2023-10-11 17:47:02,87ace7d5-a616-430c-84ad-432f323e912e,銀行口座からチャージ出来るように設定し、チャージして使った事があるのに、次にチャージする時はまた銀行口座を登録しろと言われ、免許証の写真も何度も何度も何度も何度もエラーが出ます
2023-10-11 17:47:02,87ace7d5-a616-430c-84ad-432f323e912e,他のバーコード決済アプリでこんな事は一度も無いです
2023-10-11 17:47:02,87ace7d5-a616-430c-84ad-432f323e912e,普通は一度登録したら、その口座からチャージ出来るものじゃないですか
2023-10-11 17:47:02,87ace7d5-a616-430c-84ad-432f323e912e,コンビニでちょっと買い物するのに物凄く手間と時間がかかり、あり得ない仕組みだと思います
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,10日・25日のチャージに特典があるのは結構だが、忘れた頃に特典クーポンを配信し、そこからまた更に数日経過すると新たなクーポンに紛れて行方不明になる糞仕様
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,穿った見方だが、特典クーポンを使わないまま期限切れにさせたいのか
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,と思ってしまう
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,7-11アプリのように無料引換と割引で分類可能にするか、不要なクーポンを削除可能にして頂きたい
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,上記の文章を書いてから数ヶ月経過したが、一向に改善される事はありませんね
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,最低評価とさせていただきます
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,追記
2023-10-06 00:46:35,63bbc517-32fa-422a-a9cc-513c83cd641d,ui刷新である程度改善されたので、最低評価を取り消します
2023-10-10 09:59:50,d0570497-0474-4b44-8c1e-fe918137dc70,レシートに印字されている割引クーポンのqrコードを読み込む時かなりの確率で失敗になる
2023-10-10 09:59:50,d0570497-0474-4b44-8c1e-fe918137dc70,失敗すると2度とそのクーポンは受け取れなくなる
2023-10-10 09:59:50,d0570497-0474-4b44-8c1e-fe918137dc70,レシートに付いてきたりアプリに届いたりして面倒だからアプリに届くクーポンに統一すれば良い
2023-10-10 09:59:50,d0570497-0474-4b44-8c1e-fe918137dc70,アプリの無料クーポンが届いたとのお知らせがあり見てみたら割引クーポンだったけどどういう事
2023-10-23 10:31:20,d1ca7d21-2811-4c2d-b95e-01cb72579dca,アップデート後、戻るでアプリが終了できなくなり地味に困っています
2023-10-23 10:31:20,d1ca7d21-2811-4c2d-b95e-01cb72579dca,私の環境だけでしょうか
2023-10-23 10:31:20,d1ca7d21-2811-4c2d-b95e-01cb72579dca,その他は概ね良好です
2023-10-23 10:31:20,d1ca7d21-2811-4c2d-b95e-01cb72579dca,追伸:その後のアップデートで以前のように終了できるようになりました
2023-10-23 10:31:20,d1ca7d21-2811-4c2d-b95e-01cb72579dca,ありがとうございます
