1,【account】 【docomo】 【使え】 
2,【浪費】 【タイトル】 【中身】 
3,【表示】 【正常】 【以降】 
4,【コメント】 【ない】 【yahoo】 
5,【通知】 【過ぎる】 【多く】 
6,【解釈】 【方々】 【綴り】 
7,【ない】 【もの】 
8,
9,【ストーブリーグ】 【プロ】 【特集】 
10,【上手く】 【途中】 【行か】 
11,【広告】 【有料】 【仕様】 
12,【真っ赤】 【脱がし】 【失調】 
13,【いい加減】 【修整】 
14,【何度】 【興味】 【押し】 
15,【地元】 【ニュース】 【充実】 
16,【探さ】 【アラート】 【いけ】 
17,【内容】 【感じる】 【記事】 
18,【電池】 【減らさ】 
19,
20,
21,【やめ】 【更新】 【記事】 
22,【通知機能】 【マイページ】 【ため】 
23,【アプリ】 【スマート】 【表示】 
24,【後ろ向き】 【ニュース】 【前向き】 
25,【選べる】 【表示】 【選択】 
26,【更新】 【機能】 【チャンネル】 
27,【遅れ】 【タイムリー】 【情報】 
28,【途中】 【トップ】 【使い】 
29,【タブ】 【入れ】 【入っ】 
30,【smart】 【無効】 【切り替え】 
31,【なる】 【表示】 【動画】 
32,【ポチっ】 【完了】 【何時間】 
33,
34,【成り下がっ】 【見る】 【アプリ】 
35,【広告】 【肥大化】 【表示】 
36,【強制】 【終了】 【しまい】 
37,【なっ】 【ポップアップ】 【通知】 
38,【表示】 【同じ】 【選択】 
39,【アプリ】 【スマート】 【本体】 
40,【更新】 【ニュース】 【戻る】 
41,【通知】 【お知らせ】 【はず】 
42,
43,【分類】 【記事】 
44,【たどり着け】 【表示】 【通知】 
45,
46,【戻る】 【トップ】 
47,【立ち上がる】 【変わっ】 
48,【画面】 【明る】 
49,
50,
51,【googlepixel】 【読める】 【アプリ】 
52,
53,【最近】 【なっ】 【記事】 
54,
55,【ミュート】 【表示】 【機能】 
56,
57,【今まで】 【戻し】 【もの】 
58,
59,【画面】 【邪魔】 【入っ】 
60,【アプリ】 【専用】 【無い】 
61,
62,【予測】 【細かい】 【無理】 
63,
64,【金儲け】 【づら】 【使い】 
65,
66,【画面】 【スクロール】 【動画】 
67,【探し】 【探せ】 【みる】 
68,【混ぜこぜ】 【広告】 【なっ】 
69,【カスタマイズ性】 【トップ】 【低い】 
70,【バージョンアップ】 【広告】 
71,【現れる】 【切っ】 【通知】 
72,
73,【スマニュー】 【表示】 
74,【意思】 【改善】 【無し】 
75,【ウィジェット】 【欲しい】 
76,【天気図】 【有れ】 
77,【一目】 【更新日】 【わかる】 
78,【コメント欄】 【然る】 【あっ】 
79,
80,
81,
82,【表示】 【選別】 【記事】 
83,
84,
85,【誤字】 【間違い】 【多く】 
86,【たどり着け】 【興味】 【トップ】 
87,【ヤード】 【バック】 【流れる】 
88,
89,【読める】 【自動更新】 【変え】 
90,
91,【アプリ】 【落ちる】 
92,【重なっ】 【無駄】 【記事】 
93,【興味】 【オススメ】 【削除】 
94,【わから】 【多く】 【言葉】 
95,【アップデート】 【止まる】 
96,【アプリ】 【広告】 【成り下がり】 
97,
98,
99,【求む】 【改良】 
100,【朝鮮】 【フェイク】 【ニュース】 
101,【多い】 【漢字】 【間違い】 
