1,【無音】 【実際】 【波形】 
2,【ノイズ】 【軽減】 
3,
4,【押し】 【ボタン】 【なっ】 
5,
6,【ズレ】 【綺麗】 【補正】 
7,【一度】 【直り】 【起動】 
8,【再起動】 【改善】 【なっ】 
9,【使え】 【gif】 【アプリ】 
10,【capcut】 【編集】 【出来】 
11,【自分】 【つけ】 【名前】 
12,【なっ】 【使い方】 【わかり】 
13,【めんどくさい】 【使い】 【探す】 
14,【音声】 【スマホ】 【取り出す】 
15,【なっ】 【固まっ】 【みる】 
16,【一時停止】 【欠如】 
17,【ダウンロード】 【アプリ】 【フォント】 
18,【時間】 【動画】 【保存】 
19,
20,【ボタン】 【ひし形】 【戻る】 
21,【音声】 【スマホ】 【ミス】 
22,【使える】 【動画】 【写真】 
23,【ひと】 【変え】 【複数】 
24,【エクスポート】 【容量】 【増え】 
25,【消え】 【改善】 【消える】 
26,【愛用】 【復活】 
27,【やめ】 【運営】 【さん】 
28,【ぼかし】 【でき】 
29,【ロック】 【増え】 
30,
31,【イケボ】 【カワボ】 【追加】 
32,【落ちる】 
33,【つく】 【使う】 【画像】 
34,【モザ】 【つける】 【機能】 
35,【編集】 【でき】 
36,【エラー】 
37,【くれ】 【直し】 【入れる】 
38,【バグ】 【書き】 【きれ】 
39,
40,【フォント】 【不満】 【なる】 
41,【残し】 【消え】 【覚え】 
42,【嬉しい】 【直し】 【くれ】 
43,【消え】 
44,
45,【エクスポート】 【ズレ】 
46,【インストール】 
47,【拡大】 【選び】 【スタンプ】 
48,
49,【ずれ】 
50,【セリフライト】 【フォント】 【無くなっ】 
51,【なり】 【多く】 【編集】 
52,【使える】 【最近】 【グッバイ】 
53,【なる】 【編集】 【単位】 
54,
55,
56,【修正】 
57,【つけ】 
58,【ずらい】 【可能性】 【起こる】 
59,【はめ込み】 【バグっ】 【画面】 
60,
61,【ながれ】 【とこ】 【なくなっ】 
62,【入ら】 【入れ】 【テキスト】 
63,【ハメ】 【重く】 【でき】 
64,【余計】 【付け】 【機能】 
65,【編集】 【保存】 【友達】 
66,【ズレ】 【調節】 【サムネイル】 
67,
68,【なっ】 【変わっ】 【画像】 
69,【始まっ】 【ところ】 【する】 
70,
71,【なる】 【動画】 【31】 
72,【はず】 【削除】 【音声】 
73,【追加】 【動画】 【編集】 
74,【エフェクト】 【入れ】 
75,【新しい】 【作成】 【新規】 
76,【時間】 【すぎる】 【圧縮】 
77,【一時停止】 【ボタン】 【ズレ】 
78,【なっ】 【編集】 【はず】 
79,【画面】 【クラッシュ】 
80,【入れれ】 【作れ】 【動画】 
81,【アニメーション】 【加わら】 【画像】 
82,【押し】 【ボタン】 【再生】 
83,
84,【使え】 【機能】 【アップデート】 
85,
86,【固まっ】 【ある】 【流れる】 
87,
88,【治し】 【速く】 【バグ】 
89,【ぐちゃぐちゃ】 【分から】 【なる】 
90,
91,【打とう】 【なり】 【打っ】 
92,【忘れる】 【消える】 【最後】 
93,【音声】 【ダウンロード】 【動画】 
94,【合わせ】 【バグ】 【多く】 
95,【動く】 【押し込め】 【動か】 
96,【太字】 【なら】 
97,
98,【細かい】 【固定】 【作業】 
99,
100,【動き】 【写真】 
101,
102,【新しい】 【画面】 【プロジェクト】 
103,【バイブレーション】 【いら】 
104,【立体感】 【キーフレーム】 【編集】 
105,【ずれる】 
106,【タップ】 【反応】 
107,【なっ】 【入れる】 【あと】 
108,【保存】 【くれ】 【仕方】 
109,【良く】 
110,【あっ】 【いい】 【エフェクト】 
111,【capcut】 【表示】 【使用】 
112,【音合わせ】 【ズレ】 【ガタガタ】 
113,【満たし】 【条件】 【くる】 
114,【なくなり】 【削除】 【勝手】 
115,
116,【バグっ】 【バグる】 【多く】 
117,【わる】 【すぎる】 【画質】 
118,【使え】 【エフェクト】 【サウンド】 
119,【分かり】 
120,【早期】 【期待】 【対応】 
121,【表示】 【端末】 【なっ】 
122,【もの】 【動画】 【自体】 
123,【固まっ】 【早く】 【なっ】 
124,【あり】 【お願い】 
125,【フリーズ】 【エクスポート】 【動画】 
126,【真っ白】 【打て】 
127,
128,【調整】 【90】 【なっ】 
129,【gif】 【作れ】 【思い】 
130,【保存】 【無し】 【音源】 
131,【途端】 【起動】 【アプリ】 
132,【流れ】 【スムーズ】 【増やす】 
133,【ズレ】 【目立つ】 
134,【使う】 【記号】 【頻繁】 
135,【ポテチサラダ】 【いる】 
136,【編集】 【動画】 
137,【途中】 【編集】 【止まっ】 
138,【編集】 【出来】 
139,【capcut】 【バグる】 【悪い】 
140,
141,【エスク】 【保存】 【ポート】 
142,【解消】 【お願い】 
143,【しまう】 【最後】 
144,【改善】 【くれれ】 【早く】 
145,【スタンプ】 【機能】 【つけ】 
146,【重く】 【入れ】 
147,
148,【ない】 【劣化】 
149,【固まり】 【アプリ】 【対応】 
150,【ズレ】 【改善】 
151,【対処法】 【早急】 【あり】 
152,【改善】 
153,【いただける】 【助かり】 【修正】 
154,【ズレる】 【音声】 【動画】 
155,【全体】 【音源】 【動画】 
156,【記号】 【unk】 【変わら】 
157,【なり】 【最中】 【試し】 
158,【バグ】 【改善】 【修正】 
159,【消え】 【しまっ】 【起こっ】 
160,【自分】 【使え】 【デバイス】 
161,【修正】 【願い】 
162,【大きさ】 
163,
164,【編集】 【もの】 【はず】 
165,【分から】 【なる】 【いる】 
166,【なる】 【重く】 
