at,reviewId,content
2021-12-15 22:41:45,gp:AOqpTOEAtEnCwKO243jiExBc62iidVOSR2MUZPTErdXbPKXiwSYLDZ-JThS8AS-hpAinCWq9zdMWG4YK5LlzdGU,色んな商品が有り安く買う事が出来るからまた購入したいです*`・ω・*
2021-12-15 20:01:52,gp:AOqpTOHowwUNrhgji2mvbeyPvjtQky2tY4ziuH7wbNvXMcgX747soFIBvlkuJa2SeCATROOjDgqweOyjMdq5Jng,読み込み出来ないぞ
2021-12-15 20:01:52,gp:AOqpTOHowwUNrhgji2mvbeyPvjtQky2tY4ziuH7wbNvXMcgX747soFIBvlkuJa2SeCATROOjDgqweOyjMdq5Jng,何故だ°ω°:∵
2021-12-15 19:50:26,gp:AOqpTOGV3D173x_skMpmrS5n8jKqR2HOtwcAYTPJJzPMACdk442wc5GpQ0CiONJX07QaiilZ1e9TzKAYiREDJSo,わかりやすく説明があり、よかったです
2021-12-15 19:44:55,gp:AOqpTOHsZoSBjEECaHVYwvznhMcmv4B0tBJ2XPHh5q5Sas-5rdeq72s1FiYk_5hUqSNI3ARQM4wUwAe-RgXokqE,簡単です
2021-12-15 19:07:43,gp:AOqpTOFX-rFbYMhKB7qTZwDamsWuIf_1g9zjcNT0FjFN_H5wXSE9rLlCkObW0rcdBw_QeePmqIUuNqqYexsBcUk,できれば使える金融機関もっと増やしていただきたい地方銀行など
2021-12-15 18:56:37,gp:AOqpTOGDjlu1CzItnDX6ij08ER9iFkaK0mhUj7spYP6rlKLUHMydD6M1I613D8AhtNYzbao5TO7AUVn2vytfX0I,とても便利です
2021-12-15 18:23:07,gp:AOqpTOFjP9vX0pnDNWT8vOVxcioF9kbfEL8qsgUHR-hCPSgqV1Ooau8Ag9geSjQuHZPPpc-YTl-jY4WDw7D_yOw,会計が早くてよい
2021-12-15 17:38:41,gp:AOqpTOGzCdGpdY2b6UBf5oRV3gwxnIjYgLdVhWFfEQ7dEyC7TOTB0uZXg7cx4ew7BvWc-7qi-yIJy8F067ww2cA,一回解約してもう一回ログイン出来なくなっていた
2021-12-15 17:38:41,gp:AOqpTOGzCdGpdY2b6UBf5oRV3gwxnIjYgLdVhWFfEQ7dEyC7TOTB0uZXg7cx4ew7BvWc-7qi-yIJy8F067ww2cA,これを直してほしい
