at,reviewId,content
2021-12-14 21:10:10,gp:AOqpTOGf6nP24XArfzlsVMA-DNMaSZ_aj_VPamrGnF5pHqO9BOAK-ELujfruGZZLzxoRYkinRyC8nAZNRMr8vq0,先日まで楽しく利用していたのですが、数日前からエラーが発生しましたネットワーク接続エラーと出てしまいます
2021-12-14 17:30:58,gp:AOqpTOHx7-j84xfd_Cmz3PYxG121YdSxsmivFbeIU6Wg7wPaup_HyPGQh_u-vgca0ymfaaGZoheugx24m1OLIC4,全然聞き取りできません
2021-12-14 17:30:58,gp:AOqpTOHx7-j84xfd_Cmz3PYxG121YdSxsmivFbeIU6Wg7wPaup_HyPGQh_u-vgca0ymfaaGZoheugx24m1OLIC4,有料版にした途端っていう
2021-12-14 06:04:51,gp:AOqpTOHQIUAvVnYH5rzUKN0FN7AfcmrMe8kHtjr3rbOl4ZgFjxoSDZTtZ6pDySYZR8dp08pq1zC5yaiaz3FkgZM,あまり当てにならない
2021-12-13 17:32:04,gp:AOqpTOHcucDFLmcl79sixp3GeOGAVA-n1jdDfTJd_PaOZHh2LvU_UInf_HwhopW-LIRGNThWVN9TY4quTQ8tI38,にゃんルームに入ったら設定マークから設定出来ないし、翻訳のバリエーションにない鳴き声をするみたい
2021-12-13 17:32:04,gp:AOqpTOHcucDFLmcl79sixp3GeOGAVA-n1jdDfTJd_PaOZHh2LvU_UInf_HwhopW-LIRGNThWVN9TY4quTQ8tI38,前のスマホだったら翻訳されていたのに機種変したら表示できなくなっていました
2021-12-13 17:32:04,gp:AOqpTOHcucDFLmcl79sixp3GeOGAVA-n1jdDfTJd_PaOZHh2LvU_UInf_HwhopW-LIRGNThWVN9TY4quTQ8tI38,せめて設定画面に行けるようにお願いします
2021-12-13 14:45:06,gp:AOqpTOGr5fiaMiDEhSqBBZNCJD4L2ZjTw5i0bQPmCSH4hcOE53hagqln6U5Kwe8NyIGwKCP-b69b0ga_bMTPyHk,大事な時に聞き取らない、居ないはずの時に何故か聞き取っている恐ろしいハッキリ言って使えない
2021-12-13 14:45:06,gp:AOqpTOGr5fiaMiDEhSqBBZNCJD4L2ZjTw5i0bQPmCSH4hcOE53hagqln6U5Kwe8NyIGwKCP-b69b0ga_bMTPyHk,翻訳できれば嬉しいけど、うちの子が10回鳴いて一度翻訳機が翻訳するのがせいぜい
2021-12-13 14:45:06,gp:AOqpTOGr5fiaMiDEhSqBBZNCJD4L2ZjTw5i0bQPmCSH4hcOE53hagqln6U5Kwe8NyIGwKCP-b69b0ga_bMTPyHk,プレミアムにしてみたけど、同じ
