id,app_name,datetime,context,prediction
t_260431,google_fit,2021-12-10T02:59:58.000Z,時速25~30km/h↑くらいでラウンドってデータが残ってしまったwww,時速25~30km/h[UNK]くらいでラウンドってデータが残ってしまった
t_260484,google_fit,2021-12-04T03:57:37.000Z,もともと連動したりしなかったりだったけど、一度接続切ったら繋がらなくなっちゃった,接続切ったら繋がらなくなっちゃった
t_260491,google_fit,2021-11-02T12:24:59.000Z,googlefit、カロリー単位で記録するんだ細かいなぁと思ってリングフィットやった分を入力するとエラー,googlefit、カロリー単位で記録するんだ細かいなぁと思ってリングフィットやった分を入力するとエラー
t_260492,google_fit,2021-11-20T00:52:20.000Z,googlefitとうまく同期されなかった,googlefitとうまく同期されなかった
t_260511,google_fit,2021-12-06T16:22:22.000Z,アプリ上に残っていた過去の記録がなくなった,アプリ上に残っていた過去の記録がなくなった
t_260528,google_fit,2021-11-03T01:25:57.000Z,ピクミンブルームを始めたけど、googlefitのインストールが途中で止まって進まないからあきらめた,googlefitのインストールが途中で止まって進まない
t_260538,google_fit,2021-10-31T14:25:15.000Z,うーむ、中華体重計のアプリがgooglefitと連携しなくなってしまった,中華体重計のアプリがgooglefitと連携しなくなってしまった
t_260542,google_fit,2021-11-29T23:32:52.000Z,明日公開しますとか抜かしてたんですが、googlefitapiの認証とか検証に時間が掛かりそうでキツいです,
t_260555,google_fit,2021-11-03T13:01:39.000Z,ピクミンブルームの歩数とgooglefitの歩数が合わないけど、どういうことなんだろう,ピクミンブルームの歩数とgooglefitの歩数が合わない
t_260568,google_fit,2021-11-24T22:49:34.000Z,googlefitの9月までの一年間のデータが消えてるんだけど,
t_260587,google_fit,2021-12-11T08:57:35.000Z,そこから3rdpartyのデータ転送アプリを経由しないとgooglefitにデータを送れないの、googleはとっとと改修しないと,そこから3rdpartyのデータ転送アプリを経由しないとgooglefitにデータを送れない
t_260600,google_fit,2021-11-15T00:16:04.000Z,googlefitがダウンロードできないから歩数がカウントされない,歩数がカウントされない
t_260607,google_fit,2021-12-15T09:36:45.000Z,→起動後、ロゴで止まって再び再起動、またロゴで止まって再起動を繰り返す,ロゴで止まって再び再起動、またロゴで止まって再起動を繰り返す
t_260626,google_fit,2021-11-06T05:13:00.000Z,更に手首を傾けて画面をオン機能はオフなのに手を動かす度に画面が点く,手首を傾けて画面をオン機能はオフなのに手を動かす度に画面が点く
t_260641,google_fit,2021-11-21T14:49:10.000Z,huaweiヘルスケアからgooglefitへの同期の関連付けが出来ない状況が発生しているようです,huaweiヘルスケアからgooglefitへの同期の関連付けが出来ない
t_260739,google_fit,2021-11-17T14:01:51.000Z,ストアのレビューで、歩数が減らされている事例が相次いでいるので,歩数が減らされている
t_260760,google_fit,2021-11-04T11:19:37.000Z,oppoのスマートウォッチ使ってて、heytaphealthとgooglefitを連携させてるのにgooglefitに全然反映されないんだけど,oppoのスマートウォッチ使ってて、heytaphealthとgooglefitを連携させてるのにgooglefitに全然反映されない
t_260763,google_fit,2021-11-30T09:10:34.000Z,miwatchlite安売りだったから入手したけど、googlefit同期できないみたいで悲しい,googlefit同期できない
t_260769,google_fit,2021-11-14T05:51:04.000Z,googlefitもアクティビティを取得できなくなっちゃったし,googlefitもアクティビティを取得できなくなっちゃった
