t_3179315,paypay,2021-12-15T12:41:15.000Z,問い合わせしても数日返信がない,問い合わせしても数日返信がない
t_3179771,paypay,2021-12-05T10:48:21.000Z,今夜1時半から5時までメンテナンスでpaypayは使えません,今夜1時半から5時までメンテナンスでpaypayは使えません
t_3180342,paypay,2021-12-07T09:03:10.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_3180610,paypay,2021-12-08T03:01:02.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_3180946,paypay,2021-12-05T00:02:36.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_3181105,paypay,2021-12-03T05:38:05.000Z,速報paypayカードクレカのデザインが良すぎ,速報paypayカードクレカのデザインが良すぎ
t_3181114,paypay,2021-12-05T10:18:42.000Z,写真アップして説明文書いて、梱包サイズと重さ測ると送料が勝手に出るので売れたら郵便局で送るだけコンビ二も可,梱包サイズと重さ測ると送料が勝手に出る
t_3181500,paypay,2021-12-06T12:38:30.000Z,paypayフリマの不具合のせいで送料が未確定表示になってるらしい↓,paypayフリマの不具合のせいで送料が未確定表示になってる
t_3181865,paypay,2021-12-15T17:18:49.000Z,あのおじさんが何か言う度にpaypayのボーナス運用が落ちる,あのおじさんが何か言う度にpaypayのボーナス運用が落ちる
t_3181874,paypay,2021-12-13T16:09:26.000Z,かんたん設定って言ってるけどなんどやっても設定出来ない,かんたん設定って言ってるけどなんどやっても設定出来ない
t_3182923,paypay,2021-12-15T04:21:02.000Z,お返事遅くなってしまい申し訳ありません,お返事遅くなってしまい
t_3183079,paypay,2021-12-15T19:02:18.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_3183233,paypay,2021-12-04T10:38:50.000Z,しかも銀行口座からのチャージ出来なくてめちゃくちゃ焦って変な汗出た笑,しかも銀行口座からのチャージ出来なくてめちゃくちゃ
t_3184033,paypay,2021-12-06T04:28:18.000Z,️ってエコー気味に叫ばれたのにビビりすぎてスマホ落としそうになった,[UNK]ってエコー気味に叫ばれたのにビビりすぎてスマホ落としそうになった
t_3184063,paypay,2021-12-08T21:02:21.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_3184807,paypay,2021-12-14T02:26:17.000Z,pixel6proで、試しにpaypay認証試したけど、全然認識してくれねぇ,pixel6proで、試しにpaypay認証試したけど、全然認識してくれねぇ
t_3185004,paypay,2021-12-07T10:24:19.000Z,やっぱりpaypay使い方わからん,やっぱりpaypay使い方わからん
t_3185270,paypay,2021-12-15T13:23:16.000Z,動画販売を持ちかけ、paypayを受け取った後にブロックしてきます,動画販売を持ちかけ、paypayを受け取った後にブロックしてきます
t_3185529,paypay,2021-12-02T23:51:19.000Z,paypayチャージできなくてキレそう困った,paypayチャージできなくて
t_3185597,paypay,2021-12-14T08:46:27.000Z,モバイルsuicaにpaypayカード登録してもエラー2330吐いて弾かれまくるの何故,モバイルsuicaにpaypayカード登録してもエラー2330吐いて弾かれまくる
t_3186234,paypay,2021-12-13T07:50:48.000Z,お返事遅くなってしまい申し訳ございません,お返事遅くなってしまい
t_3186420,paypay,2021-12-07T17:28:35.000Z,ご返信大変遅くなりご不快な思いをさせてしまい申し訳ございません,ご返信大変遅くなり
t_3186505,paypay,2021-12-08T15:18:32.000Z,めんどくさいけど、年齢確認してきてね,めんどくさい
t_3186508,paypay,2021-12-06T15:03:50.000Z,paypay使いたいのに本人確認出来ないからチャージ出来なくて泣いてる,本人確認出来ないからチャージ出来なくて
t_3186702,paypay,2021-12-08T02:35:29.000Z,めんどくさがりだからクレジット作ったりアフェリエイトはしない、dポイント楽天ポイントpaypayオンリーで買い物するときに注意するぐらいだけどさ、気を付けるか気を付けないかでこんなにも変わるなんて,
t_3187020,paypay,2021-12-13T12:01:42.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_3187072,paypay,2021-12-04T06:00:15.000Z,今日はpaypayの決済ボタンが押せなくて,paypayの決済ボタンが押せなくて
t_3187223,paypay,2021-12-07T10:27:44.000Z,なんでpaypay決済したいのにlinepayに飛ばされんねん,linepayに飛ばされん
t_3187776,paypay,2021-12-04T03:37:11.000Z,いたずら通報でアカウント停止されて出品出来なくなるpaypayフリマ,
