reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
a62df934-5731-4add-ba4a-965857d33b7c,黄猫あんどりゅう,https://play-lh.googleusercontent.com/a-/ALV-UjWrbrtq6WoGn66eUulCDSoWU3qL67fonUfptSWFF5S2sg,色々な顔文字が使えて、LINEでの会話などが今までよりも楽しくなりました。少し不便だと感じたのは、横画面になると英字キーボードに替わってしまう仕様です。設定を変更すれば直ると思いますが、デフォルトで日本語キーボードのみの設定にすれば変更する手間が省けて良いと思います。,4,7,19.3.1,2023-10-31 22:15:05,"レビューいただきありがとうございます。
Simejiでは皆様からのご意見をいただき、より便利なツールを目指していきたいと考えております。
この度頂戴したご意見は開発にお伝えし、今後の改善案として検討させていただきます。
何卒よろしくお願いいたします。",2023-11-01 11:19:38
c2dfc1f9-0a0d-47f7-8e1f-e829b496552d,Hidenobu Ebisu,https://play-lh.googleusercontent.com/a/ACg8ocLvB-VBftMjzW344C9zrtb2J114WwrjgJuUOcKLotEP=mo,Galaxy Z foldでの使用は注意が必要です。 通常スマホに近いサブディスプレイ時は問題ないのですがメインディスプレイを表示すると画面のほとんどをフリック表示に奪われます。 メインディスプレイ表示時は別キーボードを選択できるように変更頂きたいです。 物理キーボード接続時にソフトウェアキーボード表示を切ることができません。 まだまだシェアの少ない折りたたみ機種ですが対応を進めていただきたいです。,2,5,19.3.1,2023-10-11 13:01:21,ご不便をおかけしております。 ご連絡いただいた症状につきましては、お時間を頂いており誠に申し訳ございません。 引き続き改善に努めてまいりますので、改善までお待ちいただけますでしょうか。 何卒よろしくお願いいたします。,2023-10-11 18:29:48
800c6711-cc97-471c-b990-de86a8bb9896,ビー玉,https://play-lh.googleusercontent.com/a-/ALV-UjXPTc52_603NLOi0Rih2gwXCG5jm0LK6_knFigQ1_CGsQ,アプデしたら小説書くAIで200文字以上ぐらい書いたら、書いていない謎の主人公が出てくる。誰や 「分かりませんでしたが、もっと簡単に教えてください！(>_<) お願いします！☆」ばっかり出てくる。ほとんどこれです 創作のアイデアの為使っていましたが、異世界冒険と恋愛小説しか書けないし表現の幅が狭まったように感じます。アプデ前の方がすっきりしていたし、もっと色々書けていました。アプデ前に戻して欲しいです キーボードは使いやすくて予測変換や辞書機能が便利で楽です。 使わせていただいている立場で色々言ってすみません,3,45,19.3.1,2023-10-17 21:43:29,"レビューいただきありがとうございます。
Simejiでは皆様からのご意見をいただき、より便利なツールを目指していきたいと考えております。
この度頂戴したご意見は開発にお伝えし、今後の改善案として検討させていただきます。
何卒よろしくお願いいたします。",2023-10-18 18:23:46
615c1061-a421-4382-8605-6c02407e242a,ベリーモモ,https://play-lh.googleusercontent.com/a-/ALV-UjVcyDVX9Rrh3lckeL9o9BtVDjh2K-67n_GpCgYbssHhyHM,Galaxy Z Fold4ですが、畳んでる時は良いんですが開いて使うとキーボードの高さがどれだけ低く設定しても画面の半分以上の高さがあり使いにくいです。 あと、Galaxyのキーボードでは長押しで出るクリップボードが出ません。 キーボードの高さ設定を細かく出来るようにお願いします。新しいZ Fold5のコメントの方も同じみたいなので、この系列の機種は利便性が悪いみたいなので半分以下、もしくは折り畳んだ状態のキーボードの高さレベルが望ましいです。 追記 コメントを読んだりしたら、かなり以前からZ Foldに関して対策は一切されてないと思いました。私もスマホを変えてから1年経ちますがSimejiをダウンロードしてからは半年ぐらいなので最近起こった事案かと思ってましたが全く手をつけてない状態だと感じます。,4,10,19.2.2,2023-10-10 11:03:11,ご不便をおかけしております。 ご連絡いただいた症状につきましては、お時間を頂いており誠に申し訳ございません。 引き続き改善に努めてまいりますので、改善までお待ちいただけますでしょうか。 何卒よろしくお願いいたします。,2023-10-10 10:25:48
e16a6fb4-fc27-4243-a02b-18ba0e242151,れれれぬぬぬ,https://play-lh.googleusercontent.com/a/ACg8ocLgRJyAD8SASIMIZ4NJafVuA7ZjoDYiKV8MrsdvxIOA=mo,数年前から利用していますが、最近は完全にVIPのためのアプリになっているように感じます。今まで使用可能だった着せ替えアイテムがほぼVIP専用になっています。私がこのアプリで一番重要視している要素が有料化してしまったので、ほぼこのアプリに魅力を感じません。ただ他の方が言うバグや不具合は一切なく、キーボードとしては他のアプリより優秀なので、Simejiに依存するしかないのが余計に残念です。そんなに運営費無いんですか？ ただの文句のようになってしまいましたが、これが私の素直な感想です。もうちょっと無課金者に優しくしてくれても良いんじゃないでしょうか。,2,28,19.3.1,2023-10-17 23:13:53,"レビューいただきありがとうございます。
Simejiでは皆様からのご意見をいただき、より便利なツールを目指していきたいと考えております。
この度頂戴したご意見は開発にお伝えし、今後の改善案として検討させていただきます。
何卒よろしくお願いいたします。",2023-06-05 10:29:10
29c51f1e-93a4-4843-95e6-1914e262dba9,Suzu,https://play-lh.googleusercontent.com/a/ACg8ocKaenOstgMI_5HGHBOM7-wRNoMLVcPzIlAhOSWESYcR=mo,Simeji部のことなんですが、Android民です。 メンション、名前で検索ができない、Tag参加もできない。不平等で非常にやりづらいです。 Androidにも、この機能を早く追加してください。 投稿の文字制限もきつすぎます。 キーボードは、どんどん有料のものが増えるし。アンインストールしようか迷ってるほどです。,2,0,19.3.1,2023-10-13 17:11:46,"レビューいただきありがとうございます。
Simejiでは皆様からのご意見をいただき、より便利なツールを目指していきたいと考えております。
この度頂戴したご意見は開発にお伝えし、今後の改善案として検討させていただきます。
何卒よろしくお願いいたします。",2023-10-13 18:09:32
cb1e6dd1-8299-4167-9e73-6e72cdb9a3b0,原神ゲーマー,https://play-lh.googleusercontent.com/a-/ALV-UjVLOTtN7ZJHrZ2gwUFnUO1WUUFXLQeoC_CuxJ9Fk1eqgtE,着せ替えで色々な種類のキーボードがあるけれども、アニメやゲームなどのキーボードが少ない。あったとしてもVIPにならないといけないから無課金勢には辛い感じかと思った。 後、着せ替え機能に壁紙も選べるようにして欲しい。他の人が書いたやつを探して目当ての壁紙が無かったら悲しいから,4,0,19.3.1,2023-10-23 17:30:31,"レビューいただきありがとうございます。
Simejiでは皆様からのご意見をいただき、より便利なツールを目指していきたいと考えております。
この度頂戴したご意見は開発にお伝えし、今後の改善案として検討させていただきます。
何卒よろしくお願いいたします。",2023-10-24 18:04:25
0ef73e2c-0d62-4746-948a-16ffd074d032,船岡幸子,https://play-lh.googleusercontent.com/a/ACg8ocLgfNKlxuqCLu7vDzjLuXcIGk3FGRf0u7dueYZoTb5u=mo,Simejiを設定に行かないと有効にできないの辞めてください……安心フィルターだと出来ないんですアプリ内で変更できるようにしてくださいじゃないとせっかくインストールしたのにいつまでも使えないです💦 無事に出来ました本当にありがとうございますこれからもよろしくお願いします,5,0,19.3.1,2023-10-24 22:29:24,"レビューいただきありがとうございます。
Simejiでは皆様からのご意見をいただき、より便利なツールを目指していきたいと考えております。
この度頂戴したご意見は開発にお伝えし、今後の改善案として検討させていただきます。
何卒よろしくお願いいたします。",2023-09-27 18:20:32
a70b0917-bdcd-433d-9122-639662f242fe,Hiro M,https://play-lh.googleusercontent.com/a-/ALV-UjWnwi27yKn3SSyUNfXTIYN-Nhml0lhK7nV6mzbNpK1H,Pixel foldでも開いた状態では全く使い物になりません。アプリを分割にて２つ表示させいても、文字入力、編集をするためにsimejiのソフトウェアキーボードを出すと分割が単一アプリになってしまいます。,1,0,19.3.1,2023-10-30 08:35:14,"レビューいただきありがとうございます。
Simejiでは皆様からのご意見をいただき、より便利なツールを目指していきたいと考えております。
この度頂戴したご意見は開発にお伝えし、今後の改善案として検討させていただきます。
何卒よろしくお願いいたします。",2023-10-30 12:59:05
60513339-c870-43aa-956c-217c5c83bfa8,武田由美,https://play-lh.googleusercontent.com/a-/ALV-UjVYJY1zB8pL8PWhLN3YvGxVK7-qNPfzyqpR_N2pTFVp-AtI,私的とても良いアプリだと思います。オリジナルのキーボードを作るには課金が必要というところで少し残念でしたがとても楽しく使わせて頂いております。慣れないと少し打ちずらいですが慣れるととても使いやすいです。可愛い顔文字が沢山あり飽きません。AIもキーボードに付いており分からないことがあると即座に質問出来るのでとても便利です。,5,17,18.9.3,2023-10-04 16:01:22,"ご評価いただきありがとうございます。
皆様のお声がとても励みになります！
これからもSimejiをより良く向上させるように頑張りたいと思います。
今後ともSimejiを何卒よろしくお願いいたします。",2023-10-04 18:21:09
