id,app_name,datetime,context,prediction
t_65667,ファミペイ,2023-12-15 11:06:15+00:00,ファミペイが強制ログアウトしていて、ログインし直したら連携クレジットカード情報とかが消えてるんじゃが,ファミペイが強制ログアウトしていて、ログインし直したら連携クレジットカード情報とかが消えてる
t_65771,ファミペイ,2023-11-21 03:38:04+00:00,ファミペイ翌月払い申し込んですぐ使えたけど上限10万円でめんどくさい,上限10万円でめんどくさい
t_66022,ファミペイ,2023-11-22 12:04:17+00:00,ファミマよく使うから店員さんとファミペイ登録しようとしたらめんどくさすぎるwwwwwww,めんどくさすぎる
t_66242,ファミペイ,2023-12-20 22:54:04+00:00,ファミマでちいかわのクリスマスケーキ予約したはずなのに、ファミペイweb予約の予約履歴にないんだが,ファミマでちいかわのクリスマスケーキ予約したはずなのに、ファミペイweb予約の予約履歴にない
t_66372,ファミペイ,2023-12-20 03:51:03+00:00,ファミマが流行らせようとしてるファミペイ、クレジットカードからチャージするにはファミマtカードが必要だし、現金チャージはレジに並ぶ面倒があるし、めちゃくちゃ使いづらい,現金チャージはレジに並ぶ面倒があるし、めちゃくちゃ使いづらい
t_66578,ファミペイ,2023-12-16 12:14:05+00:00,特に通知メッセージ右上にしかないのホント押しにくいし、押さないと通知消えないしうざ,特に通知メッセージ右上にしかないのホント押しにくいし、押さないと通知消えない
t_66703,ファミペイ,2023-12-15 13:56:59+00:00,ファミペイのクレカチャージの上限があがって喜んでますが、楽天キャッシュのチャージの日がいつのまにかposaは対象外になっているのに気付きプラマイ0,
t_66782,ファミペイ,2023-12-16 02:44:45+00:00,こんなコッペパンが見たかったわけでなくファミペイのプリンのrtで抽選ってのがあったのでそれ見ようとファミリーマートの公式ツイ開いたらそのツイも見つからないよ普通はリンクしてたらそこに飛ぶようにするんじゃないのかね,こんなコッペパンが見たかったわけでなくファミペイのプリンのrtで抽選ってのがあったのでそれ見ようとファミリーマートの公式ツイ開いたらそのツイも見つからないよ普通はリンクしてたらそこに飛ぶようにする
t_66833,ファミペイ,2023-11-21 11:55:17+00:00,使えなくなるよ,使えなくなる
t_66914,ファミペイ,2023-11-22 04:23:49+00:00,イープラ先行全落ちしたので、今回マジで円盤先行と主催先着無かったらマジで無理だったな,マジで円盤先行と主催先着無かったらマジで無理だった
t_66918,ファミペイ,2023-11-17 16:59:44+00:00,今日行った舞台の物販でキャッシュレス決済しようとしたらqrコード読み込めないですって言われた,qrコード読み込めない
t_66952,ファミペイ,2023-11-21 11:46:41+00:00,使えなくなるよ,使えなくなる
t_67403,ファミペイ,2023-12-16 02:11:40+00:00,ファミペイのアプリのデザインが超使いづらくなったので水道料金の請求書払い他にしようか迷ってる,ファミペイのアプリのデザインが超使いづらくなった
t_67735,ファミペイ,2023-11-22 21:48:22+00:00,だがセブンイレブンではどこも不可能だった,
t_67969,ファミペイ,2023-11-20 12:59:29+00:00,特典のポイント満額貰うために10万利用は確定してるから、どうせならそのままゴールド目指しても良いかもって思ってたけど、集計期間が発行日から1じゃ無かったので諦め,特典のポイント満額貰うために10万利用は確定してるから、どうせならそのままゴールド目指しても良いかもって思ってたけど、集計期間が発行日から1じゃ無かった
t_68275,ファミペイ,2023-12-20 02:20:15+00:00,最近ファミペイの配給こなくなった,ファミペイの配給こなくなった
t_68463,ファミペイ,2023-11-17 16:08:46+00:00,無茶苦茶ファミペイがチャージされた様に見えるけど1円分しか増えなかった,無茶苦茶ファミペイがチャージされた様に見えるけど1円分しか増えなかった
t_68497,ファミペイ,2023-10-24 02:57:24+00:00,5%とすると現金での差額支払を200円~300円してしまうと5%と変わらなくなってしまうの注意だなああと9円以下は使えないらしい,5%とすると現金での差額支払を200円~300円してしまうと5%と変わらなくなってしまう
t_68538,ファミペイ,2023-11-21 19:32:30+00:00,メンテナンスで使えないんですけどって画面見せてきたんだけど、知らねーよw,
t_68737,ファミペイ,2023-11-22 02:44:27+00:00,ファミペイ使えなかったの,ファミペイ使えなかった
t_69071,ファミペイ,2023-11-19 03:14:55+00:00,めんどくさいから何も言わないけどさ,めんどくさい
t_69128,ファミペイ,2023-12-20 07:10:19+00:00,定価1800円らしいが、近くのファミマには無かった,定価1800円らしいが、近くのファミマには無かった
t_69227,ファミペイ,2023-11-22 04:23:49+00:00,ファミペイも全落ちだし、ローチケとぴあもカード利用通知来ないので落ちたわ,ファミペイも全落ちだし、ローチケとぴあもカード利用通知来ないので落ちた
t_69589,ファミペイ,2023-11-21 13:38:45+00:00,21:35にファミマにファミペイの無料クーポンでメントスをもらいに行ったら、21:30からアプリがメンテナンス中とか出たこんな時間にメンテナンスとか意図的にやってるのかな,21:35にファミマにファミペイの無料クーポンでメントスをもらいに行ったら、21:30からアプリがメンテナンス中とか出た
