id,app_name,datetime,context,prediction
t_75697,楽天ペイ,2023-12-21 07:09:27+00:00,というより還元に関してはamazonpayが現状最強なので、amazonpayの支払先がもっと増えるといいなと常々思う,というより還元に関してはamazonpayが現状最強なので、amazonpayの支払先がもっと増えるといい
t_75705,楽天ペイ,2023-10-15 12:42:05+00:00,セキュリティリスクを考えてqr決済をずっと使ってこなかったんだけど、楽天ペイ使ったら便利過ぎて戻れなくなりそう,便利過ぎて戻れなくなりそう
t_75711,楽天ペイ,2023-10-24 11:11:58+00:00,かなりのポイントロス,かなりのポイントロス
t_75720,楽天ペイ,2023-11-21 02:54:49+00:00,楽天edyで払おうとしたのに楽天ペイで払えって強制された*́-`www,楽天edyで払おうとしたのに楽天ペイで払えって強制された
t_75756,楽天ペイ,2023-10-16 02:18:56+00:00,なんかのバグで一万くらい楽天ペイに送金されてないかな,なんかのバグで一万くらい楽天ペイに送金されてないかな
t_76091,楽天ペイ,2023-12-21 10:03:09+00:00,チャージする意味もわからん,
t_76335,楽天ペイ,2023-11-21 02:54:36+00:00,aupayが1%もらえたかもしれないが普段使わないので使いにくい,普段使わないので使いにくい
t_76371,楽天ペイ,2023-11-22 12:25:40+00:00,他にもっと効率の良い方法があるんだろうけど、頭悪くて細かく利用管理できない,細かく利用管理できない
t_76485,楽天ペイ,2023-10-16 03:33:40+00:00,楽天ペイのオートチャージが死んでて積み立てできなかったとか言われても困るんだよなぁそう言う設定にしたやないか,楽天ペイのオートチャージが死んでて積み立てできなかった
t_76744,楽天ペイ,2023-11-21 05:05:10+00:00,みやざき熟のお家で宅建プレミアムセット何回もチャレンジしてるけど、購入できない楽天カードがダメなの,
t_77006,楽天ペイ,2023-11-22 07:07:45+00:00,それは良いとして、既にチャージしてある楽天ペイも使えなくなるって意味が分からないんですけどw,既にチャージしてある楽天ペイも使えなくなる
t_77086,楽天ペイ,2023-11-21 03:08:24+00:00,楽天ペイエラーが出て使えなかったんだが、何でだ,楽天ペイエラーが出て使えなかった
t_77135,楽天ペイ,2023-11-21 07:08:07+00:00,モスで楽天ペイエラーが出て使えなかったの何だったんだろう,楽天ペイエラーが出て使えなかった
t_77268,楽天ペイ,2023-12-21 23:14:34+00:00,楽天ペイ、この調子でどんどん使いやすくなるといいですね♪使えるお店を増やしてほしい~,使えるお店を増やしてほしい
t_77489,楽天ペイ,2023-11-22 03:33:54+00:00,銀行、コンビニ振込ができなくなります,銀行、コンビニ振込ができなくなります
t_77648,楽天ペイ,2023-10-15 12:32:40+00:00,d払いで支払おうとアプリを開こうとした時、繋がらず、,繋がらず
t_77688,楽天ペイ,2023-11-22 08:38:36+00:00,とか言っておきながら交通系は充実してても流通系と〇〇ペイをあんまり使ってないので冗長性があまりないとか言えないnanacoあまり使ってない、paypay使ってない、コードは楽天ペイしかほとんど使ってない,冗長性があまりないとか言えない
t_77812,楽天ペイ,2023-11-21 09:25:05+00:00,家の近くにセブンだったのがちょっと先に移転してまいばすになったんだが、支払い方法が楽天ペイ使えなくてpaypayも使えなくてクレカも現金も持たずに家出てきたせいで,支払い方法が楽天ペイ使えなくてpaypayも使えなくて
t_78151,楽天ペイ,2023-10-24 09:57:49+00:00,謎に楽天ペイ使えなくってめっちゃ焦っためっちゃレジ並んでたし,
t_78255,楽天ペイ,2023-10-15 12:33:36+00:00,つながらないの声が浮き彫りにしたドコモの現状--他社から数年レベルの遅れ鮮明qr決済一つ見ても、paypayやaupayはスキャン後瞬時に支払済になるが、ドコモd払いや楽天ペイは数秒イヤなタイムラグがあるね,つながらないの声が浮き彫りにしたドコモの現状--他社から数年レベルの遅れ鮮明qr決済一つ見ても、paypayやaupayはスキャン後瞬時に支払済になるが、ドコモd払いや楽天ペイは数秒イヤなタイムラグがある
t_78417,楽天ペイ,2023-10-15 10:10:29+00:00,楽天ペイ使ってるけど近所で使えねぇとこ多いしpaypayに戻すかな,楽天ペイ使ってるけど近所で使えねぇとこ多いしpaypayに戻すかな
t_79044,楽天ペイ,2023-11-21 06:18:09+00:00,チャージして使うのって面倒くさいんだよね,チャージして使うのって面倒くさい
t_79522,楽天ペイ,2023-11-21 17:26:17+00:00,夜勤休憩中にマック食べようと思ってマック買いに行ったら近隣2店舗とも店内メンテナンスとかで閉まっててしゃーないからファミマ行ったらファミペイがシステムメンテナンスで使えなくてしゃーないから楽天ペイ使ったんだけど楽天ポイントカード出すの忘れたことに会計後に気付いて流石に泣いちゃった,近隣2店舗とも店内メンテナンスとかで閉まっててしゃーないからファミマ行ったらファミペイがシステムメンテナンスで使えなくてしゃーない
t_79814,楽天ペイ,2023-10-24 10:26:24+00:00,なお近所のダイソーでは楽天ペイは使えません,なお近所のダイソーでは楽天ペイは使えません
t_79917,楽天ペイ,2023-10-24 09:22:09+00:00,paypayぐちゃぐちゃで見ずらい,paypayぐちゃぐちゃで見ずらい
t_79966,楽天ペイ,2023-12-21 15:24:28+00:00,アプリ入れてログインしようとしたけど紐付けや本人確認が面倒でやめた,紐付けや本人確認が面倒でやめた
t_80150,楽天ペイ,2023-10-16 02:14:50+00:00,キャッシュレス決済に参入しようと思いccが楽天なので楽天ペイにしたのだけど地方は使えないところがまだ多い,地方は使えないところがまだ多い
t_80239,楽天ペイ,2023-10-24 07:05:01+00:00,予期せぬエラーってなんでや,予期せぬエラー
t_80356,楽天ペイ,2023-11-21 06:45:01+00:00,qrコード決済も乱立してpaypayのみの店や楽天ペイのみの店などがまだまだ不便,qrコード決済も乱立してpaypayのみの店や楽天ペイのみの店などがまだまだ不便
t_80474,楽天ペイ,2023-11-22 00:25:52+00:00,チャージされてないのにエラーも出てない,チャージされてないのにエラーも出てない
t_80682,楽天ペイ,2023-11-21 07:25:33+00:00,applepayでつったのにうまくできなかったのか、idでやるんかな,applepayでつったのにうまくできなかった
t_80729,楽天ペイ,2023-12-22 00:12:03+00:00,なんか楽天ペイの不具合直したからpaypay送金できない制限かかってる,paypay送金できない制限かかってる
t_80765,楽天ペイ,2023-11-21 04:33:09+00:00,解決せず、なお本日も同じく電波が悪く楽天ペイが使えず,電波が悪く楽天ペイが使えず
t_80900,楽天ペイ,2023-11-20 15:44:10+00:00,sdカード取り出すのに時間取られすぎた,sdカード取り出すのに時間取られすぎた
t_81057,楽天ペイ,2023-12-21 13:41:22+00:00,楽天キャッシュのposaカードがなくなりませんように,楽天キャッシュのposaカードがなくなりませんように
t_81226,楽天ペイ,2023-11-22 11:41:42+00:00,デイトナパークでお買い物しようにもクレカ決済でエラー吐かれ、楽天ペイでもエラー吐かれ、全然お買い物出来ないお得な時狙って買うなってコト,
t_81291,楽天ペイ,2023-10-15 09:35:41+00:00,楽天ペイの請求書支払いはバーコードの読み込みをもっとサクサク速やかにできるように改善して欲しい,バーコードの読み込みをもっとサクサク速やかにできるように改善して欲しい
t_81421,楽天ペイ,2023-12-21 07:43:22+00:00,楽天ペイの1か月利用上限にひっかかると意味ないな,楽天ペイの1か月利用上限にひっかかると意味ないな
t_82014,楽天ペイ,2023-11-21 14:22:16+00:00,新しいiphoneちゃん届いて設定とかしてんだけど楽天ペイ、クレカ登録出来なくなってんだけど,クレカ登録出来なくなって
t_82313,楽天ペイ,2023-10-24 07:03:11+00:00,マジでカス楽天ペイが使えない,マジでカス楽天ペイが使えない
t_82373,楽天ペイ,2023-11-22 15:50:29+00:00,マクドナルドで楽天ポイント使えなくなるって聞いてショックだった獲得した楽天ポイントの80%はマックで使ってたけど、楽天ペイは使えるとのことで、ペイに寄せるための施策なのか,
t_82906,楽天ペイ,2023-10-16 01:11:51+00:00,楽天ペイと楽天カードアプリのアイコンが超そっくりになってしまい、紛らわしい,楽天ペイと楽天カードアプリのアイコンが超そっくりになってしまい
t_82948,楽天ペイ,2023-12-21 06:49:01+00:00,楽天ペイがなんかバーコードすぐ消えちゃって使えなくて買い物できないとこだった何でだ,
t_83118,楽天ペイ,2023-11-22 12:34:31+00:00,楽天ペイがエラーで使えず困ってますどうしたら決済できるんですかね,
t_83317,楽天ペイ,2023-11-22 04:45:18+00:00,電子マネー登録したことないんだけどヤマトに商品発送しに行ったら現金忘れてクレジットも非対応だから急いで楽天ペイ登録した18時までだったらもう一度来てもらえれば,電子マネー登録したことないんだけどヤマトに商品発送しに行ったら現金忘れてクレジットも非対応だから急いで楽天ペイ登録した18時までだったらもう一度来てもらえれば
t_83797,楽天ペイ,2023-10-24 07:05:01+00:00,楽天ペイのアプリがログインできないのなんでや,楽天ペイのアプリがログインできない
t_83804,楽天ペイ,2023-10-24 11:11:58+00:00,なんかバーコード決済めんどくさい意識あっていつもsuicaで支払ってたけど楽天ペイ全然ラクチンだな,バーコード決済めんどくさい
t_84140,楽天ペイ,2023-11-21 07:29:48+00:00,booth、楽天ペイポイント行けるって言われたからチャージしたのにクレカないと無理だった涙,チャージしたのにクレカないと無理だった
t_84233,楽天ペイ,2023-12-21 05:20:37+00:00,ゴンチャのモバイルオーダーの決済、楽天ペイ使えるようにしてほしい〜,ゴンチャのモバイルオーダーの決済、楽天ペイ使えるようにしてほしい
t_84273,楽天ペイ,2023-10-15 10:15:15+00:00,楽天ペイとカードが分かりにくくなってる,楽天ペイとカードが分かりにくくなってる
t_84289,楽天ペイ,2023-10-16 01:49:36+00:00,今指の指紋全部なくなってるから全く反応しなくてチャージできなくて5分ロスってまじでなきそう,全く反応しなくてチャージできなくて5分ロス
t_84512,楽天ペイ,2023-12-21 09:14:02+00:00,昼飯でカレー屋さんにいた時に楽天ペイで支払おうとしてた女性が電波なくて全然会計できなくて困ってたんだがドコモだったんかな,昼飯でカレー屋さんにいた時に楽天ペイで支払おうとしてた女性が電波なくて全然会計できなくて
t_84552,楽天ペイ,2023-10-24 10:25:08+00:00,医療機関個人のクリニック系等では圧倒的にpaypayが導入されてるので楽天ペイが導入されるように営業して欲しいなぁ,医療機関個人のクリニック系等では圧倒的にpaypayが導入されてるので楽天ペイが導入されるように営業して欲しい
t_84792,楽天ペイ,2023-10-24 11:55:21+00:00,楽天ペイのアプリダウンロードしなきゃいけないとか、クソめんどくさいことしおってぇえぇぇえ,
t_84855,楽天ペイ,2023-12-21 10:27:30+00:00,楽天ペイの提示なし何度でも使えるクーポンのクーポンを使うボタン押してもまたそのページ開き直すと押せてないのなんでなのん,楽天ペイの提示なし何度でも使えるクーポンのクーポンを使うボタン押してもまたそのページ開き直すと押せてない
t_84885,楽天ペイ,2023-10-24 12:43:23+00:00,qrは楽天ペイしか使ってないんですが地味に使えないとこ多いんですよね,
t_84889,楽天ペイ,2023-10-24 11:41:29+00:00,スマホとかデジタルとか苦手なのでapplepayとcokeonpayとlinepayと楽天ペイの関係性がわからん,applepayとcokeonpayとlinepayと楽天ペイの関係性がわからん
t_85059,楽天ペイ,2023-11-21 04:56:46+00:00,楽天ペイが使えない,楽天ペイが使えない
t_85723,楽天ペイ,2023-10-15 09:07:19+00:00,id決済使えないのかな、ググると使えないって出てくる,id決済使えないのかな、ググると使えないって出てくる
t_85839,楽天ペイ,2023-11-21 04:17:54+00:00,楽天ペイとsuica連携しようとしたら全然できねえでやんの,楽天ペイとsuica連携しようとしたら全然できねえ
t_85943,楽天ペイ,2023-11-22 05:41:31+00:00,という流れになり、ストアページで開くを押しても設定開始前の楽天ペイが開かれるのみになってしまいます,ストアページで開くを押しても設定開始前の楽天ペイが開かれるのみになってしまいます
t_86017,楽天ペイ,2023-11-21 14:22:16+00:00,セキュリティ強化しすぎて登録が出来ねぇよ、おい,セキュリティ強化しすぎて登録が出来ねぇ
