id,app_name,datetime,context,prediction
g_7565,楽天ペイ,2023-11-23 13:16:14,初回起動時、必ずポイントカードの表示でエラーになります,初回起動時、必ずポイントカードの表示でエラーになります
g_7566,楽天ペイ,2023-10-19 12:24:43,edyからポイントを付けようとすると、自動的にこのアプリが立ち上がり、エラーになってポイントのバーコードが表示されない,edyからポイントを付けようとすると、自動的にこのアプリが立ち上がり、エラーになってポイントのバーコードが表示されない
g_7567,楽天ペイ,2023-10-03 03:54:15,色んなアプリをダウンロードしろ言い過ぎ,色んなアプリをダウンロードしろ言い過ぎ
g_7568,楽天ペイ,2023-10-21 23:32:24,楽天ペイのタッチ決済はエラー出まくり、勝手にログアウトなどで1度しか使えたことがない,楽天ペイのタッチ決済はエラー出まくり
g_7574,楽天ペイ,2023-10-22 15:48:55,相変わらず楽天は使いづらい,楽天は使いづらい
g_7578,楽天ペイ,2023-10-11 14:56:38,再読み込みすると問題ない,再読み込みすると問題ない
g_7579,楽天ペイ,2023-10-20 15:29:40,還元ポイントが分かりにくいauペイpaypayと比べて非常に分かりにくい,還元ポイントが分かりにくいauペイpaypayと比べて非常に分かりにくい
g_7580,楽天ペイ,2023-10-21 23:32:24,タッチ決済のキャンペーンしておいて、使う時に勝手にログアウトされてるのは酷い,タッチ決済のキャンペーンしておいて、使う時に勝手にログアウトされてる
g_7581,楽天ペイ,2023-10-28 13:40:21,こんな時にも、楽天の広告が割り込んできます,楽天の広告が割り込んできます
g_7582,楽天ペイ,2023-11-02 07:39:08,楽天ポイントを優先して使うように設定しているのですが、気付くと楽天キャッシュを優先使うように勝手に設定が変わってしまい、期間限定ポイントを使わせないようになっている,楽天キャッシュを優先使うように勝手に設定が変わってしまい
g_7583,楽天ペイ,2023-10-05 21:44:31,楽天ペイ様へ、カ−ドの登録にアプリを見れる要にお願い致します,楽天ペイ様へ、カ−ドの登録にアプリを見れる要にお願い致します
g_7586,楽天ペイ,2023-12-01 19:27:28,コード決済は問題なく表示されるのに、ポイントカードは更新できませんでしたと表示できないことが多々ある,ポイントカードは更新できませんでしたと表示できない
g_7587,楽天ペイ,2023-10-04 16:18:43,ポイントのバーコードをだすときかなりの確率で失敗して表示出来なくて断念します,ポイントのバーコードをだすときかなりの確率で失敗して表示出来なくて
g_7589,楽天ペイ,2023-12-19 17:07:42,販促するなら楽天ペイのロゴをもっと目立つものに変えたり、cmもパンダばかりでなくタレントも使ってほしいという希望があるので星3つ,楽天ペイのロゴをもっと目立つものに変えたり、cmもパンダばかりでなくタレントも使ってほしい
g_7590,楽天ペイ,2023-12-06 09:35:26,レジに並んでアプリ開いても、ポイントやペイが起動しきれない,ポイントやペイが起動しきれない
g_7593,楽天ペイ,2023-10-11 14:33:26,ネットワーク状態が良い場所だと一番早く決済できるが、駅や地下などの場所では決済があからさまに遅いのはデメリットですね,決済があからさまに遅い
g_7598,楽天ペイ,2023-11-19 21:03:33,しょうもないバナー広告で通信が不安定とか表示させてるんじゃねぇ,バナー広告で通信が不安定とか表示させてる
g_7599,楽天ペイ,2023-12-04 00:46:36,せめて太字対応くらいして欲しい,太字対応くらいして欲しい
g_7600,楽天ペイ,2023-10-23 14:24:57,楽天銀行にはログイン出来るけど、楽天ペイからだと入れない,楽天銀行にはログイン出来るけど、楽天ペイからだと入れない
g_7602,楽天ペイ,2023-12-06 10:06:54,入力がしにくい所がありました,入力がしにくい
g_7604,楽天ペイ,2023-10-27 08:16:20,いつまで、この状態が続くのか,いつまで、この状態が続くのか
g_7605,楽天ペイ,2023-10-21 15:08:29,操作がわからないです,操作がわからない
g_7606,楽天ペイ,2023-11-26 22:22:22,楽天を第一に使っているので、なんとかして,なんとかして
g_7607,楽天ペイ,2023-11-04 01:53:15,停止できないのが辛いので、もう使わないです,停止できない
g_7608,楽天ペイ,2023-11-05 14:48:04,paypayのように、下に大きく主要ボタンを設置して頂き、直ぐに履歴等を確認出来るようにしてほしい,下に大きく主要ボタンを設置して頂き、直ぐに履歴等を確認出来るようにしてほしい
g_7609,楽天ペイ,2023-10-02 21:26:17,楽天さんのカードを、申し込みいたしました、審査の結果、早速に、カードを、送りますとのご返事でしたので、安心して、沢山メールが、多すぎたので、削除してしまいました、削除したメールの中に承認番号が、書いていたみたいで、承認番号が分かりません、どうしたら良いでしょうか,削除したメールの中に承認番号が、書いていたみたいで、承認番号が分かりません
