g_9031,simeji,2021-10-31 21:50:13,エラー発生した,エラー発生した,1
g_9036,simeji,2021-11-14 21:02:35,あと要望として、右上にあるキーボードを下げるための▼は設定からオンオフできるといいのになぁと削除したい時になぜか触れてしまうようで邪魔でしかないですそもそもそういうものがあると思ってなかったので、なんでそうなるんだろう,右上にあるキーボードを下げるための[UNK]は設定からオンオフできるといい,2
g_9037,simeji,2021-12-15 18:57:43,できるものが限られる,できるものが限られる,3
g_9038,simeji,2021-12-13 12:30:30,よろしくお願いいたしますメールくださいゼロさんよろしくお願いいたします龍さんよろしくお願いいたします電話してください連絡がとれません困っています,電話してください連絡がとれません,4
g_9039,simeji,2021-11-27 01:05:11,この2つは一般的に高い需要があるのになぜ無いのか謎,この2つは一般的に高い需要があるのになぜ無いのか,5
g_9043,simeji,2021-11-13 19:11:30,ただ、自分だけかと思いますが、機種変してから文章入力中の候補一覧で、句読点が勝手に付いた候補が出てくることが多く、いちいち句読点を削除して打ち直す手間がめんどくさいです,いちいち句読点を削除して打ち直す手間がめんどくさい,6
g_9045,simeji,2021-11-04 19:43:52,最近googleから検索しようとすると1回再起動,googleから検索しようとすると1回再起動,7
g_9046,simeji,2021-11-27 12:54:17,のところとゲームの宣伝的なものと分けて欲しいです,のところとゲームの宣伝的なものと分けて欲しい,8
g_9048,simeji,2021-10-21 15:15:12,基本的に良いキーボードだが、日本語入力の際、全角スペースが使えないのでパブリックな文書を書けない,全角スペースが使えない,9
g_9049,simeji,2021-10-30 16:24:06,横画面だとsimejiが全画面になってしまって元の画面が見えません,横画面だとsimejiが全画面になってしまって元の画面が見えません,10
g_9050,simeji,2021-10-24 06:08:53,変換が優秀なのと顔文字が豊富だから使っているだけなので、変な着せ替えとかエフェクトとか全く要らない,変な着せ替えとかエフェクトとか全く要らない,11
g_9053,simeji,2021-10-25 21:44:18,無料をもうちょっと増やしていただきたいです,無料をもうちょっと増やしていただきたい,12
g_9087,simeji,2021-10-28 20:15:54,無料をもうちょっと多くしてください,無料をもうちょっと多くしてください,12
g_9056,simeji,2021-11-05 22:35:18,キーボードの大きさを調整できる機能を追加してほしいですそれ以外は使いやすいです,キーボードの大きさを調整できる機能を追加してほしい,13
g_9059,simeji,2021-12-10 03:20:01,キーボード右上のキャラクターが邪魔,キーボード右上のキャラクターが邪魔,14
g_9065,simeji,2021-11-02 22:01:30,キーボードが出るのも数秒かかるし、入力した文字が候補に表れるのにも数秒、誤字を消すのも数秒のラグがある,キーボードが出るのも数秒かかる,15
g_9070,simeji,2021-11-08 19:44:32,新しいスタンプ絵文字出してほしいです,新しいスタンプ絵文字出してほしい,17
g_9073,simeji,2021-11-18 00:23:28,ボランティアでアプリを配信してる訳では無いでしょうから広告を無くして欲しいとは言わないがキーボードアプリでポップアップはちょっとやりすぎ,広告を無くして欲しいとは言わないがキーボードアプリでポップアップはちょっとやりすぎ,18
g_9074,simeji,2021-10-25 21:44:18,ですが、可愛いキーボードに限ってvip専用なので、少し残念です,可愛いキーボードに限ってvip専用,19
g_9076,simeji,2021-11-21 13:01:51,スマホの画面ロックのパスワードをかなで設定したら、画面ロックのキーボードにかな切替が出なくてロック外れません,スマホの画面ロックのパスワードをかなで設定したら、画面ロックのキーボードにかな切替が出なくてロック外れません,20
g_9077,simeji,2021-10-28 09:27:53,横画面も普段使いしているので不便です,横画面も普段使いしているので不便,21
g_9095,simeji,2021-10-27 03:37:40,使わない機能ばっか,使わない機能ばっか,26
g_9096,simeji,2021-10-27 12:54:29,galaxyfold3にしたらキーボードまで巨大になっちゃいました,galaxyfold3にしたらキーボードまで巨大になっちゃいました,27
g_9097,simeji,2021-10-28 09:27:53,ごちゃごちゃしてて見づらい,ごちゃごちゃしてて見づらい,28
