t_3742081,simeji,2021-11-27T05:13:10.000Z,画像長すぎて画質荒いんよ,画像長すぎて画質荒いん,1
t_3742206,simeji,2021-11-26T19:51:56.000Z,atokからsimejiに変えたら誤入力が減った,atokからsimejiに変えたら誤入力が減った,2
t_3742828,simeji,2021-11-27T07:05:54.000Z,キーボードの画像は勿論フロイド先輩なんかsimejiちょっと変換が難しいよね百均最高〜でも雑貨屋さんでなんか映えるの買いたいかもマスコットってボールチェーンマスコットの事確かにエースくんも全然顔違ったからなぁでも買った,キーボードの画像は勿論フロイド先輩なんかsimejiちょっと変換が難しい,4
t_3744073,simeji,2021-11-02T12:47:15.000Z,atokとbaiduという単語しか出してないのに唐突にsimejiの広告が出てきた、我々は監視されているそれはそう,atokとbaiduという単語しか出してないのに唐突にsimejiの広告が出てきた,8
t_3744710,simeji,2021-10-29T09:26:53.000Z,その変わり腹冷えやすいし急な温度変化に弱い,急な温度変化に弱い,9
t_3745586,simeji,2021-12-12T23:59:15.000Z,眠いって打とうとしてsimejiの予測変換におどろいた,眠いって打とうとしてsimejiの予測変換におどろいた,10
t_3746882,simeji,2021-11-22T02:31:07.000Z,iosアプデしたらsimeji落ちまくるクソ,iosアプデしたらsimeji落ちまくる,13
t_3747170,simeji,2021-10-29T14:15:53.000Z,静止画像ダウンロードできない,静止画像ダウンロードできない,15
t_3747475,simeji,2021-10-31T01:27:28.000Z,simejiの機能か知らんけどlineのトーク内出たハロウィンって打ったら背景にエフェクト出るんやけど,lineのトーク内出たハロウィンって打ったら背景にエフェクト出る,16
t_3747477,simeji,2021-11-03T02:29:08.000Z,simejiアプデのせいなのか変な変換が絶妙な位置に出てきて使いにくいもうsimeji卒業しようかな,simejiアプデのせいなのか変な変換が絶妙な位置に出てきて使いにくい,17
t_3747793,simeji,2021-12-04T11:42:08.000Z,というかストーリー途中とかイベの映像見返せるようにして欲しい,というかストーリー途中とかイベの映像見返せるようにして欲しい,18
t_3748595,simeji,2021-11-07T00:21:24.000Z,1ゲームのアプリがなぜか同じものが2つあって、削除したら全部消えた,1ゲームのアプリがなぜか同じものが2つあって、削除したら全部消えた,19
t_3748964,simeji,2021-11-14T01:56:20.000Z,simejiもネット不具合で変換できてなかったーw,ネット不具合で変換できてなかった,21
t_3749037,simeji,2021-11-13T12:10:58.000Z,音出せない,音出せない,22
t_3807321,simeji,2021-10-25T14:52:32.000Z,そういう機能は無いなぁ,そういう機能は無い,22
t_3749122,simeji,2021-10-22T06:41:23.000Z,iphoneの調子が悪いのかtwitterがバグってるのか乗っ取られた,iphoneの調子が悪いのかtwitterがバグってるのか乗っ取られた,23
t_3750908,simeji,2021-12-10T03:45:55.000Z,simejiとかに使えるイラスト欲しいな,simejiとかに使えるイラスト欲しい,28
t_3752284,simeji,2021-11-20T00:47:04.000Z,simejiのさ、予測変換したら単語が2回羅列されちゃうバグなんとかなりませんかね,予測変換したら単語が2回羅列されちゃう,30
t_3754372,simeji,2021-10-23T11:59:11.000Z,出来ず暫く時間が掛かりそう→→→で変なリプして,出来ず暫く時間が掛かりそう→→→で変なリプして,32
t_3755015,simeji,2021-12-02T08:42:54.000Z,を出せるようにしためんどくないように,を出せるようにしためんどくないように,34
t_3755037,simeji,2021-11-14T14:13:14.000Z,とあるアプリの中のブラウザ使ってるからsimejiとか使えんくて絵文字めんどいけど嬉しい,とあるアプリの中のブラウザ使ってるからsimejiとか使えんくて絵文字めんどい,35
t_3755243,simeji,2021-11-01T14:32:23.000Z,入力画面ちと変わって打ちづらいな,入力画面ちと変わって打ちづらい,37
t_3756716,simeji,2021-12-07T11:13:45.000Z,simeji大暴発の原因がただアプデしてないだけだったことに気づくのが遅すぎた·····,simeji大暴発の原因がただアプデしてないだけだったことに気づくのが遅すぎた,38
t_3756945,simeji,2021-12-02T03:18:58.000Z,simejiの痛文字ってやつが何故かオンになってた,simejiの痛文字ってやつが何故かオンになってた,39
t_3758139,simeji,2021-11-18T06:12:24.000Z,予測変換で出てくる顔文字が減ってる気がする,予測変換で出てくる顔文字が減ってる,42
t_3758249,simeji,2021-12-01T13:50:03.000Z,コメント入れられないってのは、多分simejiとかだと、文字入力するためのアプリ起動が噛み合ってないおそらく本体端末の方かもなんで、一旦本体の再起動してからやってみてはどうかな,文字入力するためのアプリ起動が噛み合ってない,43
t_3759306,simeji,2021-10-29T16:55:31.000Z,simejiでレブナントって打っても他キャラと違って解説出てこないw,simejiでレブナントって打っても他キャラと違って解説出てこない,45
t_3760088,simeji,2021-11-29T05:36:54.000Z,実は鍵垢を今ノリに乗ってるクリマン垢にしたんだけど、めっちゃツイートしたいのにクリマン一年生だからクリマン語難しくてツイート出来ない,実は鍵[UNK]を今ノリに乗ってるクリマン[UNK]にしたんだけど、めっちゃツイートしたいのにクリマン一年生だからクリマン語難しくてツイート出来ない,46
t_3760632,simeji,2021-10-31T15:52:46.000Z,3日前にsimejiの診断したのに名前入力忘れてげっとできまへんでした、,名前入力忘れてげっとできまへんでした,47
t_4260782,simeji,2021-10-31T15:52:27.000Z,3日前にsimejiの診断したのに名前入力忘れてげっとできまへんでした、,名前入力忘れてげっとできまへんでした,47
t_3760791,simeji,2021-11-02T12:48:31.000Z,もふ猫で初めてみんなと撮った写真です~最近simejiの誤爆が多すぎてやばいsimejiは陰キャラじゃない,最近simejiの誤爆が多すぎ,49
t_3762723,simeji,2021-10-28T14:55:00.000Z,simejiの第五人格キーボードかわいい〜でもめっちゃ変わりすぎてどれがどのボタンがわからないwwwwww,どれがどのボタンがわからない,53
t_3762761,simeji,2021-10-30T01:55:11.000Z,お茶だし液体になってもおかしくねぇわ,お茶だし液体になってもおかしくねぇ,54
t_3763372,simeji,2021-11-12T23:19:56.000Z,時々lineやtwitterインスタは落ち込むからあんま見ないで見かける、名前を可愛いアルファベット筆記体にしてる子、simejiとかアプリ入れてるのかと思ってた,時々lineやtwitterインスタは落ち込む,55
t_3763415,simeji,2021-11-16T02:48:37.000Z,simejiで親父の名前変換すると、ちょっと可哀想になってくる,simejiで親父の名前変換すると、ちょっと可哀想になってくる,57
t_3764591,simeji,2021-11-15T08:38:00.000Z,に反応するの早くない,に反応するの早くない,59
t_4061363,simeji,2021-10-30T04:44:00.000Z,simeji使って遊んでたんやけど、カズマサ背景にしたらめちゃめちゃ見にくくなった,めちゃめちゃ見にくくなった,59
t_4090346,simeji,2021-11-05T13:06:22.000Z,めっちゃ画面うるさい,めっちゃ画面うるさい,59
t_4280328,simeji,2021-11-25T05:07:32.000Z,反応めちゃくちゃ早い,反応めちゃくちゃ早い,59
t_3764593,simeji,2021-10-23T12:50:00.000Z,えまって、simejiでって打ってエフェクト再生したらロゴ流れる,えまって、simejiでって打ってエフェクト再生したらロゴ流れる,60
t_3764919,simeji,2021-11-06T11:06:40.000Z,simeji誤字っても修正して癖ついたら、パソコン最近文字めちゃくちゃ,simeji誤字っても修正して癖ついたら、パソコン最近文字めちゃくちゃ,61
t_3765381,simeji,2021-11-09T12:11:06.000Z,なんか、もっといろいろ探したかったんだけど、simejiでうまく探せなくて,なんか、もっといろいろ探したかったんだけど、simejiでうまく探せなくて,62
t_3765420,simeji,2021-12-10T22:23:39.000Z,重くて文字入力が遅くなるから,重くて文字入力が遅くなる,63
t_3765627,simeji,2021-11-30T15:46:33.000Z,なんかsimejiのtwitterdm途切れるバグなんなん送ったら最後の3つくらい日本語消えてる,simejiのtwitterdm途切れるバグ,64
t_3765773,simeji,2021-10-22T01:10:25.000Z,simeji使えねぇと思ったらいつの間にかオフにされてた,いつの間にかオフにされてた,65
t_3865806,simeji,2021-12-08T10:50:50.000Z,どう見てもぐでたまにしか見えなくて,ぐでたまにしか見えなくて,65
t_4076078,simeji,2021-11-13T23:25:38.000Z,¦3▓▓そういえばsimejiの勝手な予測変換みたいなやつがいつの間にか出なくなってしまって少し寂しさある́◉ᾥ◉`,いつの間にか出なくなってしまって,65
t_4175553,simeji,2021-11-11T16:40:09.000Z,と思って描いたけどいざ実装したら表情ほぼ見えなくて涙止まらんし全然瑞穂ちゃんに見えんし人生上手くいかん,表情ほぼ見えなくて,65
t_3766214,simeji,2021-10-25T09:03:56.000Z,lineでsimejiが起動しないの、時間かかるのかな反映に,lineでsimejiが起動しないの、時間かかる,66
t_3766857,simeji,2021-11-15T09:11:11.000Z,simejiで仲良くさせてもらっているぴなが、画像の通りtwitterにログイン出来なくなったそうです,twitterにログイン出来なくなった,67
t_3775308,simeji,2021-10-23T06:08:06.000Z,lineでsimeji使えるのにtwitterで出せないとか意味わかんないむー,lineでsimeji使えるのにtwitterで出せない,67
t_3796498,simeji,2021-11-02T18:27:10.000Z,simeji、twitter使えなくなったくそぉ,simeji、twitter使えなくなった,67
t_3804802,simeji,2021-12-13T13:29:32.000Z,twitterなぜかsimeji使えなくて困ってる,twitterなぜかsimeji使えなくて,67
t_3860430,simeji,2021-10-28T07:39:51.000Z,simejiとのtwitterコラボのキャンペーン等も参加できません,simejiとのtwitterコラボのキャンペーン等も参加できません,67
t_3860618,simeji,2021-11-27T21:30:19.000Z,おはようtwitterだとsimejiが使えない何故だ昨日は1日中appleとデータ復旧で終了待ち時間に短時間稼働したけどチャラ^^てかsimeji使えないの不便lineとかだと使えます,おはようtwitterだとsimejiが使えない,67
t_4041113,simeji,2021-10-31T09:35:23.000Z,twitterとlineでsimejiが使えなくなる事がよくあるんだけど、なんで,twitterとlineでsimejiが使えなくなる,67
t_4086282,simeji,2021-11-19T23:47:13.000Z,twitterに浮上できず,twitterに浮上できず,67
t_4107112,simeji,2021-11-07T01:35:21.000Z,twitterアプデしたらsimejiキーアプリ使いづらくなったので、他のアプリ探すかぁ,twitterアプデしたらsimejiキーアプリ使いづらくなった,67
t_4127061,simeji,2021-11-05T03:21:11.000Z,twitterログインできなくなったし,twitterログインできなくなった,67
t_4146291,simeji,2021-12-13T19:32:46.000Z,というか、twitterログインしてる時にsimeji表示されなくて、面倒くささ倍増やったわ̇-̇,というか、twitterログインしてる時にsimeji表示されなくて,67
t_4265924,simeji,2021-11-13T00:58:01.000Z,simejiでtwitterにログインすると画像もアイコンも貼れません,simejiでtwitterにログインすると画像もアイコンも貼れません,67
t_4282532,simeji,2021-10-28T12:22:03.000Z,simejiでtwitter投稿したら貰えるはずの壁紙が貰えなくて泣いてる,simejiでtwitter投稿したら貰えるはずの壁紙が貰えなくて,67
t_3768270,simeji,2021-11-23T07:41:23.000Z,スティックすぐ壊れるのよw,スティックすぐ壊れる,69
t_3769475,simeji,2021-12-09T06:19:26.000Z,日本語ngのお客さんからの電話予約の説明できなくて困ったわトラウマになりそうなくらい恐怖,日本語ngのお客さんからの電話予約の説明できなくて,71
t_3769882,simeji,2021-11-02T16:23:54.000Z,simejiのこの着せ替え好きなんだけど、予測変換の文字色が白色で使えない,予測変換の文字色が白色で使えない,73
t_3771750,simeji,2021-11-04T22:16:06.000Z,simejiアンインストール始めたらスマホ勝手に落ちた,simejiアンインストール始めたらスマホ勝手に落ちた,75
