at,reviewId,content
2021-12-15 23:09:33,gp:AOqpTOG_YscgqFjy3wFCINPgsQogTBABYVEZ7SHXujUG_Ey1jYY-papzih0515QwetdG0V5xACJFHG74bCamuUI,接続が遅いし、よく切断されるので、何本かまとめて買おうとすると、とても時間がかかる
2021-12-15 23:09:33,gp:AOqpTOG_YscgqFjy3wFCINPgsQogTBABYVEZ7SHXujUG_Ey1jYY-papzih0515QwetdG0V5xACJFHG74bCamuUI,これなら現金の方が早い
2021-12-15 23:09:33,gp:AOqpTOG_YscgqFjy3wFCINPgsQogTBABYVEZ7SHXujUG_Ey1jYY-papzih0515QwetdG0V5xACJFHG74bCamuUI,何の為のアブリ&デジタル化なのか
2021-12-15 23:09:33,gp:AOqpTOG_YscgqFjy3wFCINPgsQogTBABYVEZ7SHXujUG_Ey1jYY-papzih0515QwetdG0V5xACJFHG74bCamuUI,残念
2021-12-15 21:27:28,gp:AOqpTOECioOuClI_vFKmNO1ef7-WKxRMLMJx1cPPkYF8iNyT2B_a4IWYecNT7Vy5syasPQZc6o0WPooJzIkO6Xo,やっぱりコカコーラは、さいこーですわ
2021-12-15 21:25:00,gp:AOqpTOGqEUYlEPJUQeIg02P0irt6Bznw9LDTwoxlJH2C9KiTBSFNHMV2TNFiBYy_-w90laFphC5KZHYl-hMzlY0,チケットが貯まるしいいかも
2021-12-15 21:10:37,gp:AOqpTOGaLfnKygiUQwVL5ARk_pFe-vgTPLkUG58hCazpABfW_9U10C3Es6wLqZfsLACUmSvhAICFiACvF0Rhg7I,このアプリはコークブランドのアプリだが、一週間で歩行数を設定してウォーキングする機能に問題あり
2021-12-15 21:10:37,gp:AOqpTOGaLfnKygiUQwVL5ARk_pFe-vgTPLkUG58hCazpABfW_9U10C3Es6wLqZfsLACUmSvhAICFiACvF0Rhg7I,️何故、5000歩/7000歩/9000歩/12000歩設定なのか
2021-12-15 21:10:37,gp:AOqpTOGaLfnKygiUQwVL5ARk_pFe-vgTPLkUG58hCazpABfW_9U10C3Es6wLqZfsLACUmSvhAICFiACvF0Rhg7I,理解出来ないワイ
2021-12-15 21:10:37,gp:AOqpTOGaLfnKygiUQwVL5ARk_pFe-vgTPLkUG58hCazpABfW_9U10C3Es6wLqZfsLACUmSvhAICFiACvF0Rhg7I,️アプリが決めた目標でやっても早くに達成出来たり遅くかかったりすることがあるワイ利用者が自由に設定出来るようにしろ
2021-12-15 20:01:20,gp:AOqpTOGcly1uGhQrvdfxfShihXBjoTrnbRt4_wqhjCf-b8PD0bl-CYB1h9HUugwpAIfWOuxe_mkwznY1EI3PhHk,抽選に全く当たる気がしない
2021-12-15 18:51:25,gp:AOqpTOG4nvz2v0rM8u-icTKVV4Xh69CFiXio5jiB01RAwAfFLF6_djZogKK_KcwBxFZva6H96Ej6dvWzWEV-yXg,仕事場の前にコカコーラ自販機があるので始めてみたけど、一日1本は買うし、けっこう歩くから、無料チケットが数日でゲットできた
2021-12-15 18:51:25,gp:AOqpTOG4nvz2v0rM8u-icTKVV4Xh69CFiXio5jiB01RAwAfFLF6_djZogKK_KcwBxFZva6H96Ej6dvWzWEV-yXg,面白いし、ただジュース飲めるし最高
2021-12-15 17:43:51,gp:AOqpTOFFnomV0EI0HT_M2ihrhs9AQLtZISgniah2P2PBaYry7Dk2WzalX67uY7edZRpioRtpRx59F10gHZZbjLU,たのしめる
2021-12-15 17:43:51,gp:AOqpTOFFnomV0EI0HT_M2ihrhs9AQLtZISgniah2P2PBaYry7Dk2WzalX67uY7edZRpioRtpRx59F10gHZZbjLU,プラスαな気持ちになる
2021-12-15 17:34:39,gp:AOqpTOG4R8IKPmQFPGa9EW1PlPjCXJsrPKRusNu1c3Uw3qNO9xPGFsW120gF--y1oXjtYddZKzjaeeol3FRglRM,使える
2021-12-15 14:49:04,gp:AOqpTOFX-EcOPl3yoZ75V417cmCtwNSJDjVHnrfdIALY839uHwg4M8-whT00F-qyGJhiIFy3hPlDY3IwbBpcxWw,とてもいい便利
2021-12-15 14:32:29,gp:AOqpTOGbpZlaskluocrZkZX1FFb-y5y6pbr3vKmsgOrqJAAOiZ9B6sU6zBs0emXL4ru3k2eRxXZ24d7fNOk1n7s,スタンプ15個貯めれば、1本タダで飲めます
2021-12-15 14:15:44,gp:AOqpTOEPUUxZ3VWU-Ptvrlpp_bai6jTy3eOVZKfzuu3Dvwrc5gGTzJuf_voMx9YI5TUwRyj2LFk2divgcJKj7bE,二個買うときにまた通信待ちしないといけないのが苦痛
2021-12-15 14:15:44,gp:AOqpTOEPUUxZ3VWU-Ptvrlpp_bai6jTy3eOVZKfzuu3Dvwrc5gGTzJuf_voMx9YI5TUwRyj2LFk2divgcJKj7bE,ワンタッチで買えるようにしてほしい
2021-12-15 13:51:43,gp:AOqpTOG3A5f8q8NhrlaHUWSKpTCvP--F3Kjwyu_4FWfhxc58I0k18JTB_qfJOwGXaZ3hTasda4_Y0XouDpzNX4k,毎日飲んでるのでスタンプが良く貯まるvóз`o♪
2021-12-15 13:24:14,gp:AOqpTOFNa7cpEWyMSrQ6WI5ba1-nk_HKGFIxraKuL6dfnF_vzAAlF7681S50ebzDjtI9GyV5Tm-OT1mW2pSF0AI,接続できない
2021-12-15 13:24:14,gp:AOqpTOFNa7cpEWyMSrQ6WI5ba1-nk_HKGFIxraKuL6dfnF_vzAAlF7681S50ebzDjtI9GyV5Tm-OT1mW2pSF0AI,無料チケット使ったはずなのにedyで決済されてる
2021-12-15 13:24:14,gp:AOqpTOFNa7cpEWyMSrQ6WI5ba1-nk_HKGFIxraKuL6dfnF_vzAAlF7681S50ebzDjtI9GyV5Tm-OT1mW2pSF0AI,アンインストールしました
2021-12-15 13:24:14,gp:AOqpTOFNa7cpEWyMSrQ6WI5ba1-nk_HKGFIxraKuL6dfnF_vzAAlF7681S50ebzDjtI9GyV5Tm-OT1mW2pSF0AI,金返してほしいくらいだ
2021-12-15 12:28:41,gp:AOqpTOG-jaCFSAC8ulRjptj25HLX7-vuqvnVpxfD-5vpP0Rq_60SBbYeE2k4p4d8ZPnc7tm3yt2IajDmpdWeI08,アプリと自販機の接続エラーが、多い
2021-12-15 12:15:54,gp:AOqpTOGAMo_DAIgZxfvgh-R28_cR3AAZEbH2Xi5yAc55au2EIFPtjFSFabddr7OmXGA2JT-VlueTD3PRUenVt3g,cokeonの自動販売機を探して買うようになりました
2021-12-15 12:15:54,gp:AOqpTOGAMo_DAIgZxfvgh-R28_cR3AAZEbH2Xi5yAc55au2EIFPtjFSFabddr7OmXGA2JT-VlueTD3PRUenVt3g,キャンペーンが多いので楽しんで利用しています
2021-12-15 12:15:54,gp:AOqpTOGAMo_DAIgZxfvgh-R28_cR3AAZEbH2Xi5yAc55au2EIFPtjFSFabddr7OmXGA2JT-VlueTD3PRUenVt3g,時々、自動販売機の前に立ってもアプリが反応しない時があります
2021-12-15 12:15:54,gp:AOqpTOGAMo_DAIgZxfvgh-R28_cR3AAZEbH2Xi5yAc55au2EIFPtjFSFabddr7OmXGA2JT-VlueTD3PRUenVt3g,駅構内の自動販売機は検索しても出てこないので、不便を感じる時があります
2021-12-15 10:38:34,gp:AOqpTOG4UoCEHDYKr_paY6eMmAQ2qK1WGHof9AGQjoI-e0M4Bm37wk1ivCVP4ENP026QMSw-JdjFBjuRydhEu4g,便利に使わせて頂いてます
